info,answer,explanation,question
112年學測-社會科第1題,B,解  析： (A) 推廣雙語教育為教育措施，與公平正義與實質平等的概念無關 (B) 建造無障礙環境的目的在保障身心障礙者，是為了落實實質平等的措施，因此為正解 (C) 提供免費營養午餐無排富條款，應為所有學生皆相同，偏於形式平等，與公平正義與實質平等的概念無關 (D) 提供升學或就業輔導並無排富條款，屬形式平等 ,"1. 某民間協會致力於聘用智力缺損者投入勞動市場、參與社會，承包多處市府公共 空間的清掃工作，但後來因為工作太重、人力不足，被迫放棄承攬並解散協會。 有網友認為，基於社會正義，市政府應給予該協會在工作範圍或經費上更大的彈 性協助。從該網友所持立場推論，當面對下列校園議題時，其關心的議題最可能 為何？(A)推廣雙語教育 (B)建造無障礙環境, (C)提供免費營養午餐 (D)提供升學或就業輔導"
112年學測-社會科第2題,D,解  析： 法定繼承人包含當然繼承人（配偶）以及血親繼承人，然本題之甲已離婚，故無當然繼承人，血親繼承人則為第一順位之直系血親卑親屬，即為本題中甲的兒子與女兒。甲有權透過遺囑表達遺產分配意願，但不能侵害其他法定繼承人（也就是甲之女兒）的特留分，故本題正解為(D)選項。(A)此作法侵害其他法定繼承人之特留分  (B)前妻和甲已無配偶關係，非屬甲之法定繼承人，無權分配遺產  (C)女兒之特留分為應繼分的1/2，故僅需保留給女兒1/4之遺產價值即可 ,"2. 甲與前妻育有一子一女，甲立遺囑將其名下僅有財產（房屋一棟）留給兒子。甲 死後，其女認為父親重男輕女，不服遺囑內容，向法院提起訴訟。若該遺囑符合 成立要件，針對此一繼承爭議，下列見解何者正確？(A)甲為屋主，依法得預立遺囑全權決定房屋所有權歸屬, (B)前妻是其子女的母親，有權與甲之子女共同繼承遺產, (C)遺囑明顯重男輕女，法院應判決房屋由甲的兒女均分, (D)遺囑違反民法分配遺產規定，其女有權繼承部分財產"
112年學測-社會科第3題,C,解  析： 為避免少年遭到歧視，鼓勵犯罪的少年改過向善，順利回歸社會，少年刑事案件在處置上著重保護，與成年人不同，故為保障未成年被告的隱私，如題文所述，原則上採不公開審判程序，而(C)亦是希望透過塗銷前科紀錄，鼓勵少年改過自新，避免因被貼上負面標籤而遭到歧視，均是對少年事件的保護措施，故為正確解。(A)(B)係為保障雙方參與審判的正當程序；而(D)係尊重當事人之意願及想法，皆與保護觸法少年較無直接關聯 ,"3. 國中生甲勒索同學乙，後來甲被移送法院，但法院審理甲的案件時不開放法庭旁 聽。本案不開放的理由，與下列哪種少年事件處理措施相同？(A)在審理案件的過程中，讓甲有到庭陳述意見的機會, (B)在審理案件的過程中，讓乙有到庭陳述意見的機會, (C)在甲接受輔導處分一段時間後，塗銷該項案件紀錄, (D)在獲得乙同意的情況下，命甲對乙負損害賠償責任"
112年學測-社會科第4題,D,"解  析： 補貼前與補貼後的月租（元）／面積（坪）如下表所示。 選項 補貼前月租（元）／面積（坪） 補貼後月租（元）／面積（坪） 一房一廳 16,000/20=800（元） 兩房一廳 21,000/30=700（元） （16,000-10,000）／20=300（元） 兩房兩廳 26,000/40=650（元） （21,000-10,000）／30=367（元） 三房兩廳 32,000/50=640（元） （26,000-10,000）／40=400（元） （32,000-10,000）／50=440（元） 從表中可以看出補貼前阿芬會選擇平均租金價格最便宜的三房兩廳（每坪640元）；在公司每月補貼房租10,000元後，阿芬會選擇平均租金價格最便宜的一房一廳（每坪300元）。綜合以上，故選(D)為正解" ,"4. 阿芬打算租屋，選擇的唯一考量是每坪房租 表 1 高低，表 1 是她蒐集某區不同格局的租屋資 面積 月租 選項 訊。若阿芬的公司每月補貼房租 10000 元， （坪） （元） 此租金補貼對她租屋決策有何影響？ 一房一廳 20 16000 兩房一廳 30 21000(A)補貼前後，都選擇兩房兩廳, (B)補貼前後，都選擇三房兩廳 兩房兩廳 40 26000, (C)補貼前選兩房兩廳，實行後選兩房一廳 三房兩廳 50 32000, (D)補貼前選三房兩廳，實行後選一房一廳"
112年學測-社會科第5題,B,解題關鍵： 本題測驗目標為學生是否了解東亞各國交流的情況，答題的關鍵在「七世紀中國的銅錢」、「十七世紀日本鑄造的銅錢」出現在十三行遺址  解  析： 臺灣十三行文化雖然已進入鐵器時代，但並未有製作銅器的技術，又加上銅錢來自於中國與日本，且當地人頗為珍視（視為陪葬品）。因此可知十三行文化遺址的居民曾與外地有所交流與往來 ,"5. 學者在臺灣北部的十三行遺址中，發現七世紀中國與十七世紀日本鑄造的兩種銅 錢，並指出它們是出土於墓葬的陪葬品。這些銅錢可用於討論臺灣史前文化的哪 項議題？(A)文化的傳承關係, (B)東亞各國的交流, (C)交易的貨幣單位, (D)人群遷徙的方向, "
112年學測-社會科第6題,B,解題關鍵： 本題測驗目標是學生能否理解漢武帝推行察舉制度的用意，答題的關鍵是「察舉制度」、「任用讀書人為官」 解  析： 根據題幹敘述漢初政府主要官員由宗室（宗親）、軍人（功臣列侯）、富人（富人可由捐財任官的管道得官）組成，因此漢武帝為了削弱宗室、軍人等力量，接納董仲舒的〈賢良對策〉，下令地方推薦孝子、廉吏給中央，以擴大察舉制度。武帝透過選拔德行兼備與嫻熟經學的人才作為官員，除了讓讀書人有機會成為官員，也有助於中央集權的建立，故答案是(B)儒生成為官員的主要來源 (A)削弱勛貴宗室力量，反而有利於君權集中  (C)察舉制度未造成商業停滯，且商人仍可藉由貲選管道，捐財任官  (D)題幹敘述是皇帝運用選官制度以利統治，並非官員的輪調制度 ,"6. 西漢初年，政府官員主要由宗室、軍人、富人組成。漢武帝推動政制改革，採納 董仲舒建議，擴大推行察舉制度，大量任用讀書人為官。下列何者最適合描述漢 武帝採納董仲舒建議所造成的結果？(A)地方權力提高，君權弱化 (B)儒生成為官員的主要來源, (C)政府壓抑商人，經濟停滯 (D)政府建立官員的輪調制度"
112年學測-社會科第7題,A,解題關鍵： 本題測驗學生能否閱讀文本的內涵，並推論十九世紀中葉控訴的理由，答題的關鍵是「宣言」、「正義、自由、繁榮與獨立」 解  析： 此人的控訴內容提到「宣言的偉大原則」，並提及「留給後代的是正義、自由、繁榮與獨立」，可判斷其所提及的應是北美十三州人民於1776年所發表的獨立宣言。此外，在十九世紀中葉時，該人控訴偉大原則並未擴及到他們，且他們受到不平等的對待，應可判斷是美國黑人對白人的控訴，故選(A)。(B)拿破崙戰爭發生在十九世紀初，且法國在十九世紀中葉時，女性意識仍聚焦在爭取女性的權益，尚未有控訴女性與男性不平等的主張 (C)俄國革命發生在二十世紀初，因此十九世紀中葉不可能有紀念活動 (D)印度於二次大戰後（二十世紀）獨立，因此十九世紀中葉不可能有紀念活動 ,"7. 十九世紀中期有人在某個紀念日控訴：「各位，我與我所代表的人，跟你們的紀 念日有何關連？你們歷史上偉大宣言所揭櫫的偉大原則，有擴及到我們嗎？我們 並不被包括在這個紀念日內，我們與你們是不平等的。你們前輩留下的遺產：正 義、自由、繁榮與獨立，只由你們享受，而我們沒有。」這個控訴最可能發表於：(A)美國獨立紀念日；控訴黑人與白人不平等, (B)拿破崙戰爭紀念日；控訴女性與男性不平等, (C)俄國革命紀念日；控訴勞動者與資本家不平等, (D)印度獨立紀念日；控訴印度教徒與穆斯林不平等"
112年學測-社會科第9題,B,解題關鍵： 本題是測驗學生能否閱讀文本資料，推論出墓碑上不同文字的意義，答題的關鍵是「死於艾哈瑪德家族母親的城市―刺桐城」 解  析： 從墓碑文字提到他母親的泉州城，顯示該商人家族是波斯人，而家族的母親是漢人，因此有與漢人相互通婚的現象  (A)墓碑文字僅提到人人都會死亡，無法判斷來到泉州經商的死亡人數多寡 (C)波斯人在西亞已信仰伊斯蘭教，並非到泉州才改信伊斯蘭教 (D)從題文的線索無法判斷其喪葬儀式是採用何種方式 ,"9. 泉州又名刺桐城，宋元時期是海外貿易重要港口，曾發現一方波斯人墓碑，刻有 漢文、阿拉伯文與波斯文。阿拉伯文為：「人人都要嚐死的滋味。」波斯文為： 「艾哈瑪德・本・和加・哈基姆・艾勒德死於艾哈瑪德家族母親的城市―刺桐 城。」漢文為：「先君生於壬辰六月二十三日申時，享年三十歲。於元至治辛酉 九月二十五日卒，遂葬於此。」此墓碑可作為下列哪項描述宋元時期泉州波斯人 的佐證？(A)經商客死他鄉者多 (B)會與漢人相互通婚, (C)全數已經改信回教 (D)採用儒家喪葬儀式"
112年學測-社會科第10題,D,解題關鍵： 本題測驗學生能否知道臺灣開港通商後重要的出口商品，答題的關鍵是「洋行商人」、「淺山地區的熟番部落」 解  析： 十九世紀晚期臺灣開港通商後，外國商人在通商口岸設立洋行，他們主要購買的商品是蔗糖、茶與樟腦。其中，蔗糖產於南部地區，茶和樟腦則是產於中北部近山地區。根據題幹線索，可知部分傳教士在洋行商人協助下，進入淺山地區的熟番部落傳教，淺山地區應是茶和樟腦的產區，所以推論洋行經營的是樟腦事業 ,10. 十九世紀晚期臺灣開港通商，西方傳教士來傳教，但在漢人市街多遇反彈，故部 分傳教士在洋行商人協助下，進入淺山地區的「熟番」部落傳教。此傳教活動範 圍的擴張最可能和洋行商人經營哪項事業有關？(A)種椰取汁 (B)圍獵捕鹿 (C)插蔗煮糖 (D)伐樟結腦
112年學測-社會科第11題,C,解題關鍵： 本題測驗學生能否閱讀材料，判斷總督府所推行的殖民教育政策，答題的關鍵是「多用不到漢文」、「二十年來廢棄不慣」 解  析： 根據題幹訊息，學校裡教授的科目多用不到漢文，因此二十年來已經廢棄漢文的使用，推知這是1920年代的政策。1922年，臺灣總督田健治郎發布第二次臺灣教育令，此次的改革重點是取消臺、日差別教育的分野，改實施「臺日共學」的原則。因此，在措施上，初等教育改為「常用日語者進小學校，非常用日語者進公學校」，至於中等以上學校，則採臺日共學制，故符合題幹敘述。(A)1896 年，總督府成立國語學校，不符1920年代的時間 (B)1940年代，總督府將公學校皆改為國民學校，也推動義務教育，不符1920年代的時間 (D)日本領臺初期早於1920年代 ,"11. 日治時期某報紙發刊詞提及：「……臺灣學堂裡的教科（科目），又多不用到漢 文，對於漢文一學很不用工（很消極）……漢文因這樣難懂又沒獎勵的機會，所 以我們臺灣的兄弟自二十年來已經廢棄不慣了。」此發刊詞的寫作背景，和日本 殖民政府正在推行的哪項政策有關？(A)因應教師、通譯的需求，成立國語學校, (B)公學校皆改為國民學校，推動義務教育, (C)推行日臺共學，常用日語者可入小學校, (D)日本領臺初期，將書房、義塾納入管理, "
