info,answer,explanation,question
109年學測-自然科第1題,E,考你科學發展史：先有拉塞福原子模型，再來是波耳氫原子模型，最後才是夸克模型，故選丙乙甲,"下 列 甲、乙、丙 三 個 敘 述 為 原 子 內 部 結 構 探 究 的 三 個 過 程，依 發 生 時 間 先 後 排 序
何 者 正 確 ？
甲 ： 夸 克 的 發 現 。
乙 ： 電 子 只 在 特 定 軌 道 運 行 。
丙 ： 利 用 α-粒 子 撞 擊 金 箔 ， 發 現 原 子 核 的 存 在 。
(A)甲 乙 丙 (B)甲 丙 乙 (C)乙 丙 甲 (D)乙 甲 丙 (E)丙 乙 甲"
109年學測-自然科第2題,B,題目有瑕疵，初速為5m/s向上，不太符合ㄧ般對自由落體的概念 如果有初速且初速向上向下都可稱為自由落體的話，照此邏輯，何必分鉛直上拋鉛直下拋，但是題目問約為多少，這個初速值，影響不大 利用運動學等加速度運動第三公式 𝑣= 5 +2(−10)(−100)≅45𝑚/𝑠 ,"王 君 搭 乘 熱 氣 球 在 廣 闊 無 風 的 平 原 上 空 觀 賞 風 景 ， 熱 氣 球 以 等 速 度 5.0 m/s 鉛 直
上 升 時，王 君 不 小 心 使 相 機 從 離 地 高 度 為 100 m 處 離 手 而 成 為 自 由 落 體，若 不 計
空 氣 阻 力 並 取 重 力 加 速 度 為 
10 m/s^2 ， 則 相 機 著 地 前 瞬 間 的 速 度 量 值 約 為 多 少 m/s ？
(A)55 (B)45 (C)35 (D)25 (E)15"
109年學測-自然科第6題,E,考前視覺暫留叫大家背： (1)星系團>星系，甲的質量是乙的1000倍，故甲應為星系團，乙為星系 (2)甲的波長比乙大，根據哈伯定律，表示甲的速度比乙大，則甲的距離比乙遠 此題應該是照一般原則去判斷，反之如果是特殊狀況，甲為星系，乙為星系團 BC兩選項會同時對，不符合單選題之原則 ,"某 天 文 學 家 鎖 定 甲、乙 兩 個 天 體 的 觀 測 資 料 進 行 分 析，之 後 確 定 其 中 一 個 是 星 系
而 另 一 個 是 星 系 團 。 若 甲 的 質 量 約 為 乙 的 1000 倍 ， 且 甲 、 乙 兩 天 體 相 同 元 素 所
發 出 的 對 應 光 譜 線 ， 甲 的 波 長 皆 大 於 乙 ， 則 下 列 敘 述 何 者 正 確 ？
(A)甲 為 星 系 團 ， 遠 離 速 率 較 乙 小 (B)甲 為 星 系 ， 距 離 較 乙 遠
(C)乙 為 星 系 團 ， 遠 離 速 率 較 甲 小 (D)甲 為 星 系 ， 距 離 較 乙 近
(E)甲 為 星 系 團 ， 遠 離 速 率 較 乙 大"
109年學測-自然科第8題,E,(A)原核生物也具有核糖體。 (B)兩者皆有染色體。 (C)有些原核生物與原生生物具有鞭毛。 (D)有些原生生物(如藻類)具有細胞壁。 ,"於 電 子 顯 微 鏡 下 觀 察 微 生 物，除 了 觀 察 是 否 具 有 細 胞 核 之 外，下 列 何 者 也 可 用 來
區 分 所 見 微 生 物 為 原 核 生 物 或 原 生 生 物 ？
(A)具 有 核 糖 體 者 為 原 生 生 物
(B)具 有 染 色 體 者 為 原 核 生 物
(C)具 有 鞭 毛 者 為 原 核 生 物
(D)具 有 細 胞 壁 者 為 原 核 生 物
(E)具 有 粒 線 體 者 為 原 生 生 物"
109年學測-自然科第9題,C,(A)碳反應亦需要光反應的能量，使用巴拉刈後影響光反應，則碳反應無法進行。 (C) 巴拉刈為強氧化劑，可吸收電子，干擾電子傳遞過程。 (D)作用的位置在葉綠體的類囊體(葉綠囊)。 (E)動物沒有葉綠體。 ,"巴 拉 刈 是 一 種 常 用 來 做 為 除 草 劑 的 強 氧 化 劑，可 抑 制 光 反 應 電 子 傳 遞 的 過 程。對
人 來 說，巴 拉 刈 也 是 劇 毒，如 果 進 入 細 胞 會 產 生 大 量 的 過 氧 化 物。下 列 敘 述 何 者
正 確 ？
(A)植 物 在 噴 灑 巴 拉 刈 後 仍 可 持 續 進 行 碳 反 應
(B)巴 拉 刈 分 解 後 產 生 氧 使 細 胞 加 速 受 損
(C)巴 拉 刈 以 吸 收 電 子 方 式 干 擾 電 子 傳 遞 過 程
(D)巴 拉 刈 在 葉 綠 體 的 作 用 位 置 主 要 在 基 質
(E)巴 拉 刈 對 植 物 與 動 物 造 成 毒 害 的 主 要 胞 器 完 全 相 同"
109年學測-自然科第13題,E,找出非電解質且為中性者。 ,"在 某 化 學 實 驗 室 找 到 一 瓶 沒 有 標 示 的 固 體 藥 品，經 由 實 驗 檢 測 發 現 此 固 體 藥 品 不
導 電，可 溶 於 水，且 水 溶 液 不 導 電，也 不 會 使 石 蕊 試 紙 變 色。則 下 列 哪 一 項 可 能
為 此 未 知 藥 品 ？
(A)苯 甲 酸 （ C6 H5 COOH） (B)醋 酸 鈉 （ CH3 COONa ） (C)碘 化 鉀 （ KI）
(D)氯 化 銨 （ NH 4Cl ） (E)葡 萄 糖 （C6H12O6) "
109年學測-自然科第22題,C,(A)越容易。 (B)越不容易。 (D)坡度大小會影響山崩的發生。 (E)越容易山崩。 ,"臺 灣 造 山 運 動 活 躍，山 崩 事 件 時 有 所 聞，下 列 有 關 影 響 臺 灣 山 崩 因 素 的 敘 述 何 者
正 確 ？
(A)板 塊 運 動 速 率 越 快 ， 山 崩 越 不 容 易 發 生
(B)岩 層 含 水 量 越 低 ， 山 崩 越 容 易 發 生
(C)節 理 （ 岩 層 破 裂 面 ） 發 達 密 集 的 山 壁 ， 山 崩 越 容 易 發 生
(D)坡 度 大 小 不 重 要 ， 若 岩 性 堅 硬 、 耐 風 化 ， 則 不 易 山 崩
(E)岩 層 和 坡 面 的 傾 斜 方 向 相 同 ， 且 岩 層 傾 角 比 坡 面 傾 角 小 ， 則 不 會 山 崩"
109年學測-自然科第23題,D,(A)有關。 (B)非單一測站。 (C)與地質有關。 (E)不一定。 ,"地 震 大 多 為 斷 層 錯 動 所 造 成，其 能 量 以 地 震 波 的 形 式 向 外 傳 遞，地 震 波 及 斷 層 錯
動 都 可 能 造 成 災 害 。 下 列 有 關 地 震 的 敘 述 ， 何 者 正 確 ？
(A)地 震 規 模 大 小 與 斷 層 錯 動 所 釋 放 的 能 量 無 關
(B)從 地 震 的 P波 和 S波 速 率 及 單 一 測 站 測 得 的 P波 和 S波 到 達 時 間 差 ， 即 可 算 出 該
地 震 震 源 的 位 置
(C)地 震 震 度 隨 著 距 離 震 源 越 遠 ， 震 度 越 小 ， 和 各 地 地 質 無 關
(D)地 震 可 引 起 土 壤 液 化 ， 造 成 建 築 物 下 陷 、 倒 塌
(E)地 震 波 的 波 速 越 快 ， 造 成 的 地 表 搖 晃 越 大"
109年學測-自然科第24題,CE,(A)波動性 (B)不連續 (D)古典電磁波理論失敗，一定要用近代物理的量子論解釋 ,"下 列 關 於 「 量 子 現 象 」 的 敘 述 哪 些 正 確 ？ （ 應 選 2 項 ）
(A)電 子 的 雙 狹 縫 干 涉 現 象 是 因 為 電 子 具 有 粒 子 性
(B)氫 原 子 的 發 射 光 譜 是 屬 於 連 續 光 譜
(C)光 電 效 應 的 實 驗 結 果 顯 示 光 具 有 粒 子 性
(D)量 子 現 象 皆 可 用 古 典 物 理 中 的 電 磁 理 論 解 釋
(E)實 驗 觀 測 到 的 氫 原 子 光 譜 特 徵 可 用 氫 原 子 能 階 模 型 來 解 釋"
109年學測-自然科第27題,CDE,(A)波動性 (B)不連續 (D)古典電磁波理論失敗，一定要用近代物理的量子論解釋 ,"心 音 是 心 臟 瓣 膜（ 活 瓣 ）關 閉 的 聲 音，每 一 次 的 心 搏 可 聽 到 兩 個 連 續 從 心 臟 發 出
的 聲 音 ， 下 列 關 於 心 搏 與 心 音 的 敘 述 哪 些 正 確 ？ （ 應 選 3 項 ）
(A)心 臟 的 搏 動 純 粹 由 心 肌 收 縮 所 造 成
(B)整 個 心 搏 週 期 中 房 室 瓣 會 關 閉 兩 次
(C)心 搏 速 率 受 神 經 及 內 分 泌 的 影 響
(D)主 動 脈 基 部 的 半 月 瓣 關 閉 時 會 發 出 聲 音
(E)心 音 的 特 徵 可 以 做 為 診 病 的 參 考 基 礎"
