info,answer,explanation,question
111年學測-國文科第1題,A,(A)ㄅㄧˋ／ㄅㄧˋ；(B)ㄓˋ／ㄐㄧˇ；(C)ㄘㄨㄢˊ／ㄗㄨㄢ；(D)ㄨㄢ／ㄨㄢˋ。,"下列「」內的字，讀音前後相同的是：
(A)既瘖且「痺」／彈箏搏「髀」 (B)不「忮」不求／「庋」藏字畫
(C)「攢」蹙累積／踰牆「鑽」穴 (D)「剜」肉補瘡／壯士斷「腕」
"
111年學測-國文科第2題,B,(A)「故」名思義→「顧」名思義；(C)「驅」之若鶩→「趨」之若鶩；(D)傾家「盪」產→傾家「蕩」產。,"下列文句，完全沒有錯別字的是：
(A)觀音山，故名思義是因遠眺貌似觀音躺臥而得名
(B)清晨的山谷中，不見遊客聚集，萬物靜寂，闃然無聲
(C)年終特賣會，在買一送一的強力促銷下，驅之若鶩者多
(D)有些人誤以為投資一本萬利，因而錯判形勢，終至傾家盪產
"
111年學測-國文科第3題,A,(A)「白駒過隙」比喻時間過得很快，並非用來形容世事變化無常，使用錯誤；(B)「竭澤而漁」比喻一味榨取，不留餘地，符合前文「一味索求而不節制」的敘述；(C)「頭角崢嶸」形容年輕人才華洋溢，能力出眾，符合前文「墨守成規」導致難以成功的敘述；(D)「進退維谷」形容處於進退兩難的境地，符合下文「心慌意亂，難以抉擇」的敘述。,"下列文句畫底線處的詞語，運用不適當的是：
(A)世事變化無常，有如白駒過隙，總讓人感觸良多
(B)一味索求而不節制，無疑是竭澤而漁，自斷後路
(C)依循既往，墨守成規，很難在文創產業頭角崢嶸
(D)他們陷入進退維谷的狀態，心慌意亂，難以抉擇
"
111年學測-國文科第4題,C,(A)從學者甲「斯卡羅族居住於海拔三百公尺以下，在清代已接觸較多漢人文化」可知，斯卡羅族由於居住地海拔不高，較早接觸漢人文化，並無提及對傳統習俗的衝擊。從學者乙「據大正六年調查，斯卡羅族豬朥束社僅八十九戶，連同射麻里社十九戶、龍鑾社二十一戶、貓仔社十多戶，即使加上已移住他鄉的族人，也不過二一○戶，約一千人」可知，斯卡羅族並未有大量移居外地的現象，敘述有誤；(B)從學者甲的描述可知，斯卡羅族人的向心力日益淡薄，是因為與漢人、日本文化的同化程度較深導致，並非生活條件較差導致，敘述有誤；(C)由學者甲「在臺灣接受日本統治後，即以和平、合作的態度迅速成立國語傳習所。同化的程度越深，自我的認知越淡，族群離散也越快」可知，斯卡羅族人在日本統治後，響應日人政策迅速成立國語傳習所，被同化的程度較深，因此自我認知較淺，導致族群日趨式微，敘述正確；(D)從學者乙「據大正六年調查，斯卡羅族豬朥束社僅八十九戶，連同射麻里社十九戶、龍鑾社二十一戶、貓仔社十多戶，即使加上已移住他鄉的族人，也不過二一○戶，約一千人」可知，斯卡羅族人共二一〇戶，其中原居於豬朥束社有八十九戶、其他三社共五十多戶，扣除後可推知移住他鄉者大約七十戶左右，並未過半，敘述有誤。,"依據下列框內資訊，關於斯卡羅族的敘述，最適當的是：斯卡羅族居住於海拔三百公尺以下，在清代已接觸較多漢人文化；在臺灣接受日本統治後，即以和平、合作的態度迅速成立國語傳習所。同化的程度越深，自我的認知越淡，族群離散也越快。據大正六年調查，斯卡羅族豬朥束社僅八十九戶，連同射麻里社十九戶、龍鑾社二十一戶、貓仔社十多戶，即使加上已移住他鄉的族人，也不過二一〇戶，約一千人。到了昭和五年至七年臺北帝國大學調查時，只剩五百(A)漢人文化對傳統習俗造成強烈衝擊，導致族人避居外地
(B)低海拔地區的生活條件不良，使族人的向心力日益淡薄
(C)族人響應日人政策設校學日語，間接導致族群日趨式微
(D)大正六年，已有逾半戶數移住他鄉，且多遷居豬朥束社
"
111年學測-國文科第5題,A,(A)從「它雖借助於文字符號的撩撥，但讀書者實際所取得的，是自我的美經驗之誕甦。其中經不起任何外力挑剔，或慎思明辨等等反省解釋來『徒亂人意』」可知，慎思明辨、反省解釋，會「徒亂人意」，可反推出不求甚解的讀書態度，是不需要經由「純理性的知解鍛造」，敘述正確；(B)從「讀書不求甚解的態度之一，是服膺高度的審美能力，要求讀書引發一種渾成的心智，如同詩的境遇，它雖借助於文字符號的撩撥，但讀書者實際所取得的，是自我的美經驗之誕甦」可知，文中僅是藉詩舉例、比喻讀書態度，並非說明此態度僅適於閱讀詩歌作品，敘述有誤；(C)從「如同詩的境遇，它雖借助於文字符號的撩撥，但讀書者實際所取得的，是自我的美經驗之誕甦」可知，讀書還是需要借助文字符號的撩撥，敘述有誤；(D)從「它雖借助於文字符號的撩撥，但讀書者實際所取得的，是自我的美經驗之誕甦」可知，讀書是讀者私我的審美內涵，不須要契合社會公認的審美內涵，敘述有誤。,"依據下文，關於文中所論不求甚解的讀書態度，敘述最適當的是：
讀書不求甚解的態度之一，是服膺高度的審美能力，要求讀書引發一種渾成的心智，如同詩的境遇，它雖借助於文字符號的撩撥，但讀書者實際所取得的，是自我的美經驗之誕甦。其中經不起任何外力挑剔，或慎思明辨等等反省解釋來「徒亂人意」。（改寫自王夢鷗《傳統文學論衡‧自序》）
(A)毋須經由純理性的知解鍛造 (B)僅適於閱讀感性的詩歌作品
(C)不需要理解文字符號的涵義 (D)應契合社會公認的審美內涵
"
111年學測-國文科第6題,B,首先，根據近體詩格律，一聯之中，前句與後句的平仄必須相對。因此甲詩的兩個□□必須平仄相反，(A)選項「漠漠／瑟瑟」、(D)選項「朗朗／瑟瑟」，皆是仄聲，不符格律，可先刪去。其次，根據詩意判斷，甲詩：「西來水多愁太『陰』」，此時的江天應為「漠漠」（昏暗的樣子）而非「朗朗」（明亮的樣子）。最後，近體詩偶數句應押韻，因此乙詩中，由第四句末字的「甜」，可判定□□應為「纖纖」，文意上也能形容「江畔細麥」的樣子。因此依序應填入「漠漠／時時／纖纖」，故答案選(B)。◎第7題翻譯：宋國有個人善於製作不會使手凍傷的藥品，他的家族世代都以漂洗棉絮維生。有個外地人聽說了，便請求用百金購買他的藥方。宋人召集族人商議說：「我們世世代代以漂洗棉絮為業，收入不超過幾金。現在賣出藥方就可以得到百金，請讓我把藥方賣給他吧。」那個外地人得了藥方，便用它去說服吳王。此時越國入侵吳國，吳王命他帥領軍隊，在冬天和越軍進行水戰，靠這種不會凍傷手的藥方大敗越軍。吳王因此分割了一塊土地封賞他。（《莊子‧逍遙遊》）,"閱讀下列杜詩，依據詩意與格律，□□內最適合填入的詞語依序是：
甲、灩澦既沒孤根深，西來水多愁太陰。江天□□鳥雙去，風雨□□龍一吟。
（杜甫〈灩澦〉）
乙、舍西柔桑葉可拈，江畔細麥復□□。人生幾何春已夏，不放香醪如蜜甜。
（杜甫〈絕句漫興九首〉其八）
(A)漠漠／瑟瑟／亭亭 (B)漠漠／時時／纖纖
(C)朗朗／時時／亭亭 (D)朗朗／瑟瑟／纖纖
"
111年學測-國文科第7題,B,(A)由「我世世為洴澼絖，不過數金；今一朝而鬻技百金，請與之」可知，宋人認為藥方的價格不及百金，已經比世代漂洗絲絮所賺更多，所以才會願意接受百金的價格，敘述有誤；(B)「不龜手」的藥方，宋人用在漂洗棉絮，吳王卻讓它成為打勝仗的關鍵，產生截然不同的效益，敘述正確；(C)由「客得之，以說吳王」可知，得到藥方的是吳王，而非越人，敘述有誤；(D)由「客得之，以說吳王。越有難，吳王使之將，冬與越人水戰，大敗越人」可知，吳王早在與越國作戰前便取得藥方，並非為爭奪此藥攻打越國，敘述有誤。,"依據下文，關於不龜手之藥的敘述，最適當的是：
宋人有善為不龜手之藥者，世世以洴澼絖為事。客聞之，請買其方百金。聚族而謀曰：「我世世為洴澼絖，不過數金；今一朝而鬻技百金，請與之。」客得之，以說吳王。越有難，吳王使之將，冬與越人水戰，大敗越人，裂地而封之。（《莊子‧逍遙遊》）
(A)宋人認為它實際價格為百金 (B)它功能單一卻帶來不同效益(C)越人用它來治療洴澼絖之害 (D)吳王為爭奪它派遣軍隊攻越"
111年學測-國文科第8題,B,(A)由「去冬天降疫癘，民有凋傷，軍興於外，墾田損少」可知，開墾的田地減少原因之一，是因為去年冬天的疫情導致百姓傷亡，以及對外征戰造成大量死傷，敘述有誤；(B)由「目無所見，手不能作，足不能行，而無妻子父兄產業者，廩食終身」可知，雙目失明，手不能勞動，腳無法行走，而又沒有家人親屬和財產的殘疾人士，將由國家給予紓困，發給糧食物資贍養終身，敘述正確；(C)由「女年七十已上無夫子，若年十二已下無父母兄弟，及目無所見，手不能作，足不能行，而無妻子父兄產業者，廩食終身，幼者至十二止」可知，國家終身供養的是七十歲以上沒有丈夫、兒子的女子，並非全部七十歲以上的女子，敘述有誤；(D)由「貧窮不能自贍者，隨口給貸。老耄須待養者，年九十已上，復不事，家一人」可知，貧窮無法自給之者按照人口數給予借貸，家有九十歲以上待養者，每家可免除一人勞役，兩者的紓困方案並不同，敘述有誤。,"依據下文，關於曹操所頒布的經濟紓困方案與背景，敘述最適當的是：
王（曹操）令曰：「去冬天降疫癘，民有凋傷，軍興於外，墾田損少，吾甚憂之。其令吏民男女：女年七十已上無夫子，若年十二已下無父母兄弟，及目無所見，手不能作，足不能行，而無妻子父兄產業者，廩食終身，幼者至十二止。貧窮不能自贍者，隨口給貸。老耄須待養者，年九十已上，復不事，家一人。」（陳壽《三國志‧魏書》）
(A)因疫癘橫行與軍隊大肆劫掠，帶來大量人民死亡，影響經濟生產甚鉅
(B)家無財產，亦無親屬可照顧之身體殘疾者，國家將其列入需紓困對象
(C)國家給予七十歲以上的老婦與幼兒終身照顧，後者滿十二歲即不適用
(D)貧窮到無法自給之人與九十歲以上待養的長者，適用同樣的紓困方案
"
111年學測-國文科第9題,C,(A)由「『媜』字神祕莫測，《康熙字典》才找得到，讀音如『爭』非『真』」可知，「媜」，音ㄓㄥ，而「楨」、「嫃」二字音ㄓㄣ，讀音並不相同，敘述有誤；(B)由「貞，會意字，甲骨文字形似一口寶鼎加上一支神杖『卜』形，相合而為：依據鼎內火炙變化而察看神跡。遠古殷商，無事不占卜，貞人即卜人」可知，甲骨文中「貞」是指占卜，象徵占卜之人的是「貞人」而非「媜」，敘述有誤；(C)由「《康熙字典》收有『媜』字，自字面推想，从女从貞，寓意品德貞潔女子」可知，「媜」字可以被聯想成品德貞潔的女子，敘述正確；(D)由「大學時上聲韻學，得知『媜』字確實念『爭』，義為『女字』，女子名字。撰聯名家張佛千先生曾以我名為題賜下一聯：『文章高詣貴在簡，女子美字古曰媜。』蘊涵勉勵之意。女子美字，既云女子有個美好的名字，又可衍義為寫得一手好字」可知，釋為女子寫得一手好字，是由作者在聲韻學中學到的字義再衍義解釋，並非《康熙字典》原義，敘述有誤。,"記得小學四年級以前寫自己的名字是「楨」，導師說我是女生，應改成「嫃」，從此我寫自己的名字都是「嫃」。直到高中入學被一位大嬸譏笑：「連自己的名字都寫錯。」此生第一次翻看戶口名簿，果然是「媜」。
可惜因多次播遷，已無任何文件可以證明我的名字曾寫成「楨」與「嫃」。日前查詢國小國中名冊，所留檔案皆是「媜」，戶政單位手抄戶籍登記簿上也是「媜」，並無改名註記。
姓名乃標示「我是誰」之首端。「媜」字神祕莫測，《康熙字典》才找得到，讀音如「爭」非「真」。折騰到十七歲，字寫對了，會念了，但不知是什麼意思。……大學時上聲韻學，得知「媜」字確實念「爭」，義為「女字」，女子名字。撰聯名家張佛千先生曾以我名為題賜下一聯：「文章高詣貴在簡，女子美字古曰媜。」蘊涵勉勵之意。女子美字，既云女子有個美好的名字，又可衍義為寫得一手好字，再撮要假借為博得「文章美名」的女子，誰云不宜。
貞，會意字，甲骨文字形似一口寶鼎加上一支神杖「卜」形，相合而為：依據鼎內火炙變化而察看神跡。遠古殷商，無事不占卜，貞人即卜人，卜者釋義需求正確、堅定，故衍生貞定、堅貞、貞節之辭，所指皆是不可動搖的精神境界。《康熙字典》收有「媜」字，自字面推想，从女从貞，寓意品德貞潔女子，然我更愛這麼想：一個善占卜的女巫。而「簡」本是遠古用來書寫的狹長竹片，既簡且媜，一個聚精會神觀察大鼎內火炙變化再將占卜結果寫在竹片上的女巫形象，躍然而出。（改寫自簡媜〈迷霧中，呼喚我的名字〉）
依據上文，關於「媜」字的說明，最適當的是：
(A)與「楨、嫃」二字讀音相同 (B)在甲骨文中象徵占卜的女巫
(C)可以被聯想成品德貞潔的女子 (D)《康熙字典》釋為女子寫得一手好字
"
111年學測-國文科第10題,B,(A)由「直到高中入學被一位大嬸譏笑：『連自己的名字都寫錯。』此生第一次翻看戶口名簿，果然是『媜』」可知，作者翻看戶口名簿才發現一直寫錯名字，符合文意；(B)由「記得小學四年級以前寫自己的名字是『楨』，導師說我是女生，應改成『嫃』，從此我寫自己的名字都是『嫃』」可知，小學四年級以前作者名字寫成「楨」，不符合文意；(C)由「記得小學四年級以前寫自己的名字是『楨』，導師說我是女生，應改成『嫃』，從此我寫自己的名字都是『嫃』」、「『媜』字神祕莫測，《康熙字典》才找得到，讀音如『爭』非『真』」可知，作者不但曾將自己的名字寫錯，讀音也不正確，符合文意；(D)由「《康熙字典》收有『媜』字，自字面推想，从女从貞，寓意品德貞潔女子，然我更愛這麼想：一個善占卜的女巫」可知，相較於从女从貞的寓意，作者更喜愛女巫形象，符合文意。,"記得小學四年級以前寫自己的名字是「楨」，導師說我是女生，應改成「嫃」，從此我寫自己的名字都是「嫃」。直到高中入學被一位大嬸譏笑：「連自己的名字都寫錯。」此生第一次翻看戶口名簿，果然是「媜」。
可惜因多次播遷，已無任何文件可以證明我的名字曾寫成「楨」與「嫃」。日前查詢國小國中名冊，所留檔案皆是「媜」，戶政單位手抄戶籍登記簿上也是「媜」，並無改名註記。
姓名乃標示「我是誰」之首端。「媜」字神祕莫測，《康熙字典》才找得到，讀音如「爭」非「真」。折騰到十七歲，字寫對了，會念了，但不知是什麼意思。……大學時上聲韻學，得知「媜」字確實念「爭」，義為「女字」，女子名字。撰聯名家張佛千先生曾以我名為題賜下一聯：「文章高詣貴在簡，女子美字古曰媜。」蘊涵勉勵之意。女子美字，既云女子有個美好的名字，又可衍義為寫得一手好字，再撮要假借為博得「文章美名」的女子，誰云不宜。
貞，會意字，甲骨文字形似一口寶鼎加上一支神杖「卜」形，相合而為：依據鼎內火炙變化而察看神跡。遠古殷商，無事不占卜，貞人即卜人，卜者釋義需求正確、堅定，故衍生貞定、堅貞、貞節之辭，所指皆是不可動搖的精神境界。《康熙字典》收有「媜」字，自字面推想，从女从貞，寓意品德貞潔女子，然我更愛這麼想：一個善占卜的女巫。而「簡」本是遠古用來書寫的狹長竹片，既簡且媜，一個聚精會神觀察大鼎內火炙變化再將占卜結果寫在竹片上的女巫形象，躍然而出。（改寫自簡媜〈迷霧中，呼喚我的名字〉）
依據上文，有關作者名字的敘述，最不符合文意的是：
(A)作者初次翻看戶口名簿，才發現一直寫錯名字
(B)上高中前，作者一直將自己的名字寫成「嫃」
(C)作者不但曾將自己的名字寫錯，讀音也不正確
(D)相較於从女从貞的寓意，作者更喜愛女巫形象
"
111年學測-國文科第11題,B,(A)對於後面所接的名詞，能提供形貌的訊息。則不然，「位」無法提供大嬸形貌，「手」也無法提供字體形貌，敘述有誤；(B)意思相當於「個」，其後皆為可數的名詞，敘述正確；(C)與後面的名詞間均可加「的」，其餘則不行，敘述有誤；(D)不出現亦不影響語意，則不然，敘述有誤。,"記得小學四年級以前寫自己的名字是「楨」，導師說我是女生，應改成「嫃」，從此我寫自己的名字都是「嫃」。直到高中入學被一位大嬸譏笑：「連自己的名字都寫錯。」此生第一次翻看戶口名簿，果然是「媜」。
可惜因多次播遷，已無任何文件可以證明我的名字曾寫成「楨」與「嫃」。日前查詢國小國中名冊，所留檔案皆是「媜」，戶政單位手抄戶籍登記簿上也是「媜」，並無改名註記。姓名乃標示「我是誰」之首端。「媜」字神祕莫測，《康熙字典》才找得到，讀音如「爭」非「真」。折騰到十七歲，字寫對了，會念了，但不知是什麼意思。……大學時上聲韻學，得知「媜」字確實念「爭」，義為「女字」，女子名字。撰聯名家張佛千先生曾以我名為題賜下一聯：「文章高詣貴在簡，女子美字古曰媜。」蘊涵勉勵之意。女子美字，既云女子有個美好的名字，又可衍義為寫得一手好字，再撮要假借為博得「文章美名」的女子，誰云不宜。
貞，會意字，甲骨文字形似一口寶鼎加上一支神杖「卜」形，相合而為：依據鼎內火炙變化而察看神跡。遠古殷商，無事不占卜，貞人即卜人，卜者釋義需求正確、堅定，故衍生貞定、堅貞、貞節之辭，所指皆是不可動搖的精神境界。《康熙字典》收有「媜」字，自字面推想，从女从貞，寓意品德貞潔女子，然我更愛這麼想：一個善占卜的女巫。而「簡」本是遠古用來書寫的狹長竹片，既簡且媜，一個聚精會神觀察大鼎內火炙變化再將占卜結果寫在竹片上的女巫形象，躍然而出。（改寫自簡媜〈迷霧中，呼喚我的名字〉）
右框中的六組詞語，前三組取自上文，後三組取自高中教材。其中畫底線的詞，位置都在「數詞」與「名詞」之間。關於這些詞的用法，敘述最適當的是：1.一位大嬸 2.一手好字
3.一口寶鼎 4.一桿稱仔
5.一船星輝 6.一碟茴香豆
(A)1,2,3對於後面所接的名詞，能提供形貌的訊息
(B)1,3,4意思相當於「個」，其後皆為可數的名詞
(C)除了2,5外，其餘與後面的名詞間，均可加「的」
(D)1,3,4,5,6若不出現，亦可清楚表達而不影響語意
"
111年學測-國文科第12題,A,(A)由「繁華靡麗，過眼皆空，五十年來，總成一夢」、「遙思往事，憶即書之」可知，《陶庵夢憶》的內容是對自己五十年人生的回憶，敘述正確；(B)由「偶拈一則，如遊舊徑，如見故人、城郭、人民，翻用自喜」可知，《陶庵夢憶》是自己偶爾取出一則翻閱，並非信手拈來的寫法。而自己能欣喜並非是因為寫作手法，是重溫了書中所述經歷，敘述有誤；(C)由「雞鳴枕上，夜氣方回，因想余生平，繁華靡麗，過眼皆空」、「遙思往事，憶即書之」可知，作者一想起往事便立刻寫作，並非於深夜寫書，至雞鳴破曉時才肯停筆，敘述有誤；(D)由「因想余生平，繁華靡麗，過眼皆空，五十年來，總成一夢」、「遙思往事，憶即書之，持向佛前，一一懺悔」可知，作者並非早年就醒悟繁華如夢之理，是到了五十歲後才省悟，回憶書寫過往，並拿到佛前懺悔，敘述有誤。,"雞鳴枕上，夜氣方回，因想余生平，繁華靡麗，過眼皆空，五十年來，總成一夢。……遙思往事，憶即書之，持向佛前，一一懺悔。不次歲月，異年譜也；不分門類，別志林也。偶拈一則，如遊舊徑，如見故人、城郭、人民，翻用自喜，真所謂癡人前不得說夢矣。昔有西陵腳夫，為人擔酒，失足破其甕，念無以償，癡坐佇想曰：「得是夢便好。」一寒士鄉試中式，方赴鹿鳴宴，恍然猶意非真，自嚙其臂曰：「莫是夢否？」一夢耳，惟恐其非夢，又惟恐其是夢，其為癡人則一也。余今大夢將寤，猶事雕蟲，又是一番夢囈。（張岱《陶庵夢憶‧自序》）依據上文，關於張岱撰《陶庵夢憶》，敘述最適當的是：
(A)內容是對五十年人生的回憶
(B)對信手拈來的寫法感到欣喜
(C)常於深夜寫書，至雞鳴破曉時才肯擱筆
(D)早年已悟繁華如夢，遂於書中深自懺悔
"
