info,answer,explanation,question
111年學測-自然科第3題,B,同一物體（質量m），在不同星球表面所受重力  F=GmSm r2 ∝mS r2（mS：星球質量）  故在火星表面所受重力與在地球表面所受重力的比值：  FMm FEm = 1 9.3（1 1.86）2 00.37,"已知地球(E)與火星(M)的平均半徑比值 (RE/RM) 約為 1.86，質量比值 (mE/mM) 約為 9.3，試問 同一物體在火星表面所受重力約為在地球表面所受重力的多少倍? 
(A) 0.10 (B) 0.37 (C) 0.72 (D) 0.93 (E) 1.86
"
111年學測-自然科第4題,DE,(D)電磁力作用：大氣運動、增溫、冷卻、降雨、降雪、水分蒸發過程、太陽熱輻射和地表物質熱交換作用等，與原子之電磁力作用有關。  (E)重力作用：地球繞太陽公轉產生四季變化與重力作用有關。,"自然界的基本交互作用中，哪幾種對日常天氣現象的影響最為明顯常見?(應選 2 項) 
(A)弱作用(弱核力) (B)強作用(強核力) (C)夸克作用 (D)電磁力作用 (E)重力作用 
"
111年學測-自然科第5題,A,物體的動能K =1 2mv2  !3600（千焦耳）=3600*103（焦耳）=1 2*720*v2  !v=102（公尺／秒）,"	若質量為 720 公斤的球體，具有 3600 千焦耳的動能，則此球體的速率約為多少 公尺 / 秒 ? (A) 102 (B) 103 (C) 104 (D) 105 (E) 106 
"
111年學測-自然科第9題,B,(A)(B)愛因斯坦以光子模型解釋光電效應，並非馬克士威以馬克士威方程式所解釋，故B正確。  (C)拉塞福利用α粒子（氦原子核）撞擊金屬薄片探究原子結構。  (D)波耳並非首先觀測到氫原子光譜，而是利用能量不連續性與輻射的粒子性，解釋原子不連續光譜。  E　 波耳氫原子模型的建構（1913年）晚於拉塞福的原子模型（1911年）。,"下列關於科學史實敘述，何者正確? (A)馬克士威以馬克士威方程式解釋光電效應 (B)愛因斯坦以光子模型解釋光電效應 (C)拉塞福利用電子撞擊氫原子探究原子結構 (D)波耳首先觀測到氫原子光譜 (E)波耳氫原子模型的建構比拉塞福的原子模型來得早 
"
111年學測-自然科第14題,C,辛烷50升=50000 立方公分，質量=50000*0.70=35000（克）由辛烷完全燃燒的反應式：2C8H18+25O2→16CO2+18H2O假設完全燃燒可生成w公斤的CO2則2：16= 35000 114 ：w*1000 44 !w0108又一公畝的森林平均每天可吸收16公斤的CO2，則 108 16 06.8（天）。,"汽油是含有 5 至 12 個碳原子的碳氫化合物，燃燒時會排放 CO2 ，是造成空氣中 CO2 增 加的原因之一。假如以辛烷( C8H18 )代表汽油的成分，而且辛烷在引擎運轉時，可完 全燃燒，其反應式如下: C8H18 (l) + O2 (g) -> CO2 (g) + H2O(l) (係數尚未平衡)若一公畝的森林平均每天可吸收16公斤的 CO2，當汽車油箱中50公升的辛烷完全燃燒， 則所產生的 CO2 約為一公畝森林多少天的吸收量?( C8H18 :密度= 0.70 g / cm3 、分子量=114) 	(A) 0.84 (B) 2.2 (C) 6.8 (D) 14 (E) 54 "
111年學測-自然科第18題,AD,化學：(A)酵素的主要成分為蛋白質，蛋白質是由胺基酸所形成的聚合物。(B)胃酸是胃的主要分泌物，pH值約在1.5∼3.5之間，在此酸性環境中，胃蛋白酶有最佳活性。 (C)溫度太高時，會使胃蛋白酶變性而失去催化能力。 (D)制酸劑為弱鹼性物質，故食用大量制酸劑會使胃中的pH值上升，故會降低胃蛋白酶的催化能力。 (E)酵素的催化能力具專一性，故胃蛋白酶無法將澱粉分解產生葡萄糖。  生物：(A)除了少數能合成多肽的rRNA成分屬於核酸外，大多數酵素成分均屬於蛋白質，而蛋白質由胺基酸聚合而成。 (B)胃蛋白酶表現出最佳活性需要處於強酸環境，而非弱鹼環境。　(C)超過一定溫度後，活性就會下降。(D)制酸劑的原理是以鹼性藥物中和胃液的強酸，因此會降低胃蛋白酶的活性。(E) 酵素作用具有專一性，胃蛋白酶的受質是蛋白質，因此無法分解澱粉。,"2021 年諾貝爾化學獎頒給研究催化劑的學者。人體中的酵素(或稱酶)，即是生化反應 的催化劑，如胃液中的胃蛋白酶可將蛋白質分解為小的分子片段。酵素的催化能力受環 境的溫度、酸鹼性、受質濃度和專一性等影響。下列敘述哪些正確?(應選 2 項) (A)酵素通常是胺基酸的聚合物 (B)胃蛋白酶在pH=7.4的環境有最佳活性 (C)溫度越高時，胃蛋白酶的催化能力越強 (D)食用大量制酸劑會降低胃蛋白酶的催化能力 (E)胃蛋白酶亦可將澱粉分解產生葡萄糖 
"
111年學測-自然科第19題,B,(A)有絲細胞分裂過程中染色體套數變化為：間期（2n）複製→分裂期（2n）→後期（4n）→細胞質分裂（2n），不會出現減數分裂染色體套數減半的現象。(B)因為母細胞的DNA分離至2個子細胞，故螢光強度隨之減半。(C)間期2n染色體複製後仍為2n，因為染色分體尚未分離，且複製不會產生3n染色體。(D)間期。(E)DNA是在間期就已複製完成，並非完成複製再進入間期。,"分析細胞的DNA含量可瞭解組織中細胞的染色體套數或細胞所處之時期。研究者對某 一具雙套染色體之生物，將其DNA以螢光物質染色，利用DNA含量與螢光強度成正比 的原理，統計組織中不同螢光強度的細胞個數。 
 依據上文，下列對於細胞有絲分裂的敘述，何者正確? (A)細胞分裂過程中，細胞因具單套染色體，螢光強度最弱 (B)細胞分裂完成時，細胞具雙套染色體，螢光強度較間期時弱 (C)細胞完成DNA複製時，細胞具三套染色體，螢光強度最強 (D)細胞DNA複製時，是處於細胞分裂期 (E)細胞完成DNA複製後進入間期，此時螢光強度最強 
"
111年學測-自然科第20題,BC, (A)大多由死細胞構成，且一般也很少有細胞分裂現象。(B)具有分生組織，可不斷進行細胞分裂。(C)皮膚具有幹細胞，可不斷分裂生成新細胞。(D) 成熟生殖細胞指配子，一般不會再分裂。(E)一般不會再分裂。,"分析細胞的DNA含量可瞭解組織中細胞的染色體套數或細胞所處之時期。研究者對某 一具雙套染色體之生物，將其DNA以螢光物質染色，利用DNA含量與螢光強度成正比 的原理，統計組織中不同螢光強度的細胞個數。 
取下列哪些部位的細胞進行 DNA 含量分析，較可能得到細胞分裂進行中的結果?(應 選 2 項) 
(A)植物木質部 (B)植物根尖 (C)受傷後修復中的皮膚 (D)成熟生殖細胞 (E)成熟神經細胞 

"
111年學測-自然科第21題,ACE,(A)光反應與固碳反應分別在葉綠體類囊體膜、基質進行。(B)在細胞質液進行。(C)光反應會產生ATP。(D)葡萄糖在細胞質液經糖解作用會產生少量ATP，有氧氣時會在粒線體進行有氧呼吸。(E) 只要是活細胞具有葉綠體與粒線體者，就可同時進行光合作用與呼吸作用。【師說：課本將糖解作用歸入有氧呼吸的一部分，但其實有氧呼吸僅指粒線體產生ATP的階段；發酵其實也相同，並不包括糖解作用，而是指NADH氧化為NAD+的階段，由於未產生ATP，故不屬於呼吸作用】,"有關真核生物的光合作用和呼吸作用，下列哪些正確?(應選 3 項) (A)光合作用在葉綠體中進行(B)發酵作用在粒線體中進行(C)光合作用的過程中會產生ATP (D)有氧呼吸產生ATP的過程在細胞質中進行 (E)有些植物細胞內可同時進行光合作用和有氧呼吸 
"
111年學測-自然科第22題,BC,(A)相當於兩個等位基因。(B) 孟德爾並未發現基因，故以假設的遺傳因子作為解釋的依據，屬於抽象非實體概念。(C) 中心法則是指基因轉錄出RNA，然後產生蛋白質，表現出性狀。孟德爾的成對遺傳因子相當於基因，故中心法則解釋了孟德爾提出遺傳因子與性狀間的關係。(D)　 不同基因位於同一條染色體的現象就是連鎖，在減數分裂時通常會一起進入相同配子，除非兩基因距離很遠，否則即使發生互換，也不遵循孟德爾獨立分配律。(E) 孟德爾遺傳法則描述的現象等同減數分裂，故無法進行減數分裂者，如細菌、病毒，根本不會出現孟德爾遺傳法則。,"從孟德爾的遺傳實驗中，延續到目前的遺傳學，有關基因的概念及其物質基礎的敘述， 下列哪些正確?(應選 2 項) (A)描述豌豆遺傳所說的一對遺傳因子等同現代遺傳學的兩個基因型之概念 (B)用遺傳因子描述豌豆的遺傳現象時，遺傳因子假說是一種具符號的抽象概念 (C)分子生物學的中心法則說明了孟德爾實驗中性狀和遺傳因子之間的關連性 (D)位於同一條染色體上的基因，還是有很高的機會遵循孟德爾的獨立分配律 (E)孟德爾的第一及第二遺傳法則適用於含DNA之生物，也適用於病毒 
"
