info,answer,explanation,question
110年學測-自然科第1題,A,,	寒流來襲，某地發生因熱水器使用不當造成的一氧化碳(CO)中毒案例，幸經施予高壓氧及時救回。依上述說明推測，何者是CO導致死亡的主要原因?(A)與O2競爭血紅素，造成血氧濃度嚴重不足(B)與O2競爭電子傳遞鏈釋出的電子，造成有氧呼吸作用停止(C)阻斷神經通往肌肉的傳導，造成呼吸肌癱瘓而窒息(D)抑制糖解作用相關酵素功能，造成細胞呼吸作用停止(E)與CO2競爭血紅素，造成碳酸鹽無法排出體外而產生酸中毒
110年學測-自然科第2題,E,,	顯微鏡下觀察兔子睪丸切片，可看到3型細胞如下:甲、位於細精管間的細胞乙、靠近細精管壁內緣的細胞丙、靠近細精管腔，蝌蚪形的細胞有關這3型細胞的敘述，何者正確?(A)甲、丙為生殖細胞(B)丙具有雙套染色體(C)乙是甲特化形成(D)丙具減數分裂能力
110年學測-自然科第3題,D,,	某短日照植物的臨界日長為13小時，若其開花僅受光週期的影響，此植物在哪一情況最不易開花?(A)夏至時在赤道(B)春分時在赤道(C)冬至時在赤道(D)夏至時在北半球高緯度地區(E)秋分時在南半球高緯度地區
110年學測-自然科第5題,D,,	自然界中，氧化還原反應扮演著重要的角色，下列有關碳循環的過程，何者沒有牽涉到氧化還原反應?(A)細胞呼吸是利用葡萄糖反應產生二氧化碳，並釋出能量(B)生物體內的碳水化合物逐漸在地層中沉積，最後轉變成煤(C)煤和石油在空氣中燃燒產生二氧化碳(D)二氧化碳溶於水，與鈣離子(Ca2+)結合，以碳酸鈣沉澱的方式積存於海底(E)二氧化碳經由光合作用轉變為葡萄糖，並釋放出氧氣
110年學測-自然科第6題,B,,	石蕊在pH小於4.5與大於8.3的溶液中分別呈現紅色與藍色，將白色濾紙分別浸置其中，晾乾可得紅色與藍色石蕊試紙。下列敘述何者正確?(A)人體血漿滴在藍色石蕊試紙上，試紙變成紅色(B)市售胃乳液(含制酸劑)滴在潤溼的紅色石蕊試紙上，試紙變成藍色(C)以石蕊試紙測試10mL的鹽酸，因酸鹼反應，試紙變成白色(D)將乙酸乙酯滴在潤溼的紅色石蕊試紙上，試紙變成藍色(E)pH6.4的水溶液滴在紅色石蕊試紙上，試紙變成藍色
110年學測-自然科第8題,D,,	硼的原子序為5，平均原子量為10.81。下列關於硼及其化合物的敘述，何者正確?(A)沒有同位素(B)中子數為5(C)價電子數為2(D)BH3不符合八隅體規則(E)NH4BF4為分子化合物
110年學測-自然科第9題,A,,	丙烯(C3H6)、丙醛(C3H6O)、丙酮(C3H6O)和丙酸(C3H6O2)之標準莫耳燃燒熱分別為-2060、-1990、-1790和-1530kJ。此四化合物標準莫耳生成熱的大小順序，下列何者正確?(A)丙酸<丙酮<丙醛<丙烯(B)丙酸<丙醛<丙酮<丙烯(C)丙酸<丙醛<丙烯<丙酮(D)丙烯<丙醛<丙酮<丙酸(E)丙烯<丙酸<丙酮<丙醛
110年學測-自然科第10題,A,,	某物質不溶於水，富含一種半導體工業所需的重要元素，且所含另一元素是人體不可或缺的成分之一。下列何者最符合以上所述?(A)石英砂(B)硫化鉛(C)氯化鈣(D)氧化鐵(E)大理石
110年學測-自然科第12題,A,,下列甲、乙、丙描述的狀況，屬於宇宙演化過程中的不同階段:甲、宇宙中大部分粒子為電子與質子，尚未結合成原子乙、宇宙中開始出現氦原子丙、恆星開始形成依時間先後順序排列，下列何者正確?(A)甲乙丙(B)乙甲丙(C)丙乙甲(D)丙甲乙(E)甲丙乙
110年學測-自然科第13題,A,,下列關於基本交互作用力的敘述，何者正確?(A)物體的彈性伸縮力和物體間的摩擦力都源自電磁力(B)原子核內質子和中子之間的交互作用主要是弱力(C)強力的作用尺度一定比弱力的作用尺度為小(D)電子會衰變是其內部的弱力作用所造成(E)重力不是物體之間的基本交互作用力
110年學測-自然科第14題,C,,下列以SI基本單位表示之物理量單位，何者正確?(A)電量A*s2(B)壓力KG/(M*S)(C)功率KG*M^2/S^3(D)動能KG*M^2/S(E)熱量KG*M/S
110年學測-自然科第18題,E,,	科學家嘗試以各種方法重建地球的歷史，下列有關探索地球歷史的敘述，何者正確?(A)古生代的人寫歷史較不精準，所以錯誤百出(B)根據疊置定律，可推測岩脈的生成時間比圍繞岩脈的地層晚(C)相對地質年代係根據放射性元素定年，以分辨岩層年代的早晚(D)利用放射性元素定年，母元素的量經過2個半衰期後只剩原來的二分之一(E)「均變說」是指過去發生地質作用的原理和現在進行地質作用的原理相同
110年學測-自然科第19題,B,,	十九世紀中期，荷蘭氣象學家白貝羅發現:在北半球，若背對風的來向，則高壓在其右邊，低壓在左邊，這就是有名的白貝羅定律(BuysBallot’slaw)。但後來發現，這個經驗定律比較適合應用在航空或航海上，而不太適合在陸地上使用。其最主要的原因為何?(A)因為海上或空中的氣象測站較少，使用經驗定律比較方便(B)因為海上及空中的摩擦力較小，風向比較不會偏轉(C)因為陸地上的氣壓梯度力比較小，風速比較快(D)因為陸上氣象資訊更新較快，不必使用經驗定律(E)因為航運比陸運更需要氣象資訊
110年學測-自然科第20題,B,,地球自轉軸固定指向北極星，與黃道面的夾角為66.5度。若水手在航行的船上觀察北極星的仰角為35度，則該船約在北緯幾度?(A)66.5(B)35(C)23.5(D)11.5(E)0
