info,answer,explanation,question
113年學測-社會科第1題,B,,"1. 我國「紀念日及節日實施辦法」規定，臺灣原住民族各族的歲時祭儀日期，依 原住民族委員會的公告，定為法定民俗節日，各該族原住民應予放假。從公民權 利與社群資源分配的角度思考，該立法用意與下列何者最為相近？(A)民法規定父母應以書面約定子女要從父姓或母姓, (B)國家語言發展法將臺灣手語納入國家語言的範圍, (C)國籍法解除限制新住民歸化未滿十年不得參選公職之規定, (D)廣播電視法規定無我國國籍者不得為股東或擔任董監事職務"
113年學測-社會科第2題,A,,"2. 某甲未婚無子女，僅有一兄長，父母過世後，仍繼續與兄嫂及姪兒姪女共 5 人同 住。其兄過世後，甲善待嫂嫂，視姪兒姪女如己出，長年承擔其生活費用。如甲 亦不幸身故，且生前未留遺囑，依我國民法規定，下列何者會是甲之遺產的繼承 情形？(A)無法定繼承人且無遺囑故遺產歸國有, (B)由其血親卑親屬姪兒與姪女共同繼承, (C)因其兄已逝故由姪兒與姪女代位繼承, (D)其嫂及姪兒姪女應繼分各為三分之一"
113年學測-社會科第3題,B,,"3. 小宜在書上讀到一段資料：「十七世紀以後，咖啡風行歐洲，帶動咖啡消費風氣， 使之成為大眾化飲料，歐洲各國其後也開始在殖民地大量種植咖啡。」依據此段 歷史敘述，小宜推斷當時的咖啡市場價格應該會下跌。依市場分析，其推論之依 據應為下列何者？(A)咖啡已經成為大眾化飲品，消費市場便容易發生短缺, (B)咖啡消費需求增加，但殖民地大量種植供給增加更大, (C)歐洲各國在殖民地種植咖啡後，同步刺激了消費成長, (D)政府預期咖啡價格將有大波動，採取了價格管制政策"
113年學測-社會科第4題,B,,"4. 十七世紀荷蘭人來臺後，西班牙官員的報告提到：「荷蘭與日本帶給我們極大的 損失，如去年荷蘭人擄獲一艘我國船隻，船上載著大量銀兩。……我建議在臺灣 的另一個港口取得據點，便可將荷蘭人逐出他們的現居地。如果國王能在那裡建 一商館，將使我們的根據地回復舊時榮光。」報告中「另一個港口」和「根據地」 分別是指：(A)打狗、澳門 (B)基隆、馬尼拉, (C)安平、麻六甲 (D)淡水、巴達維亞"
113年學測-社會科第5題,D,,"5. 在歷史課程中，某生找到一份有關南宋繁華城市的資料：城中的民家緊鄰壕溝， 甚至跨溝造屋而居，人們多將垃圾、穢物等丟棄溝中，不僅處處汙穢潮濕，偏街 窄巷的氣味更讓人掩鼻難耐。根據上述資料分析，下列哪個推論最合理？(A)政府忙於抗金，無力管理居民 (B)瘴癘盛行，導致城市惡臭潮濕, (C)坊市瓦解，無力維修城郭街道 (D)城市人口密集，公共衛生欠佳, "
113年學測-社會科第6題,D,,"6. 美國前國防部長檢討越戰失利，指出：「美國錯以為當地人會為自由民主而戰， 我們以為好的，對越南人而言，未必一定是好的，這反映我們對當地歷史、文化、 政治的無知。我們又不肯承認現代軍事科技在面對北越陣營士氣高昂時，仍有力 不從心之處。」他認為美國的錯誤最主要是：(A)美國出兵越南不符合國家利益 (B)美國軍事科技的能力有侷限性, (C)越南因信奉共產主義而反民主 (D)忽略越南人民的民族獨立意志"
113年學測-社會科第7題,A,,"7. 某生進行探究學習時，根據明代《寧波府志》的資料，整理出 1522 至 1542 年間 鄞縣等地的人口資料（表 1）。比對史書記載，發現此時期該地區並無大的天災 或戰亂，按理戶數和人口數應會增加，但實則不然。針對上述現象，以下哪個解 釋最合理？ 表1 嘉靖 1 年（1522） 嘉靖 11 年（1532） 嘉靖 21 年（1542） 縣 戶數 人口數 戶數 人口數 戶數 人口數 鄞縣 58,345 193,380 58,350 193,385 58,355 193,395 慈溪 21,000 37,525 19,300 32,501 18,732 27,455 定海 12,517 37,450 13,026 38,808 14,017 38,701 象山 3,802 17,812 3,802 17,812 3,802 17,812(A)明代簡化賦役為按土地人丁徵銀，官員不再精算戶、口數, (B)當地官員為維持轄下治安，強制將新增加的人口遷移他處, (C)當地鄰近海口，大量人民搭乘海船前往遼東地區開墾荒地, (D)明代實施海禁，當地由於海盜猖獗，政府乃限制移民進入"
113年學測-社會科第9題,B,,"9. 為開發山林資源，日治前期延續清代臺灣山區的隘防政策，以防堵原住民。根據表 2 呈現的官隘與民隘人數變化，可說明日治前期隘防政策的哪種發展趨勢？ 表2 隘勇人數 時間 官隘 民隘 合計 1895 -- 568 568 1897 159 437 596 1903 3,054 0 3,054(A)官方僱用平埔族人防禦 (B)山區防禦漸由官方主導, (C)從武力鎮壓到安撫教化 (D)山區居民漸被官方撤離"
113年學測-社會科第10題,A,,"10. 1960 年美國總統候選人尼克森表示：中國共產黨聲明，攻擊沿海小島只是拿下臺灣 的前奏。一旦中共發動對臺灣的攻擊，美國將站在盟友這邊，如同對歐洲某個城市 的支持一樣。他說的沿海小島和歐洲城市分別指：(A)金門、柏林 (B)大陳、倫敦, (C)澎湖、巴黎 (D)馬祖、華沙"
113年學測-社會科第11題,B,,"11. 某本歷史教科書在最後一節「未來的世界」中有如下結論：「國民黨領導的國民 革命是世界革命的準繩，三民主義將取代帝國主義和社會主義，成為領導人類建 立大同世界的普遍理念，中國對於這一目標的實現負有不可推卸的責任。」這最 可能是何時、何地的教科書？(A)1910年代初的北京 (B)1930年代初的上海, (C)1960年代末的南京 (D)1990年代末的香港"
