info,answer,explanation,question
109年學測-自然科第1題,E,,下列甲、乙、丙三個敘述為原子內部結構探究的三個過程，依發生時間先後排序何者正確？甲：夸克的發現。乙：電子只在特定軌道運行。丙：利用α-粒子撞擊金箔，發現原子核的存在。(A)甲乙丙(B)甲丙乙(C)乙丙甲(D)乙甲丙(E)丙乙甲
109年學測-自然科第2題,B,,王君搭乘熱氣球在廣闊無風的平原上空觀賞風景，熱氣球以等速度5.0m/s鉛直上升時，王君不小心使相機從離地高度為100m處離手而成為自由落體，若不計空氣阻力並取重力加速度為10m/s^2，則相機著地前瞬間的速度量值約為多少m/s？(A)55(B)45(C)35(D)25(E)15
109年學測-自然科第6題,E,,某天文學家鎖定甲、乙兩個天體的觀測資料進行分析，之後確定其中一個是星系而另一個是星系團。若甲的質量約為乙的1000倍，且甲、乙兩天體相同元素所發出的對應光譜線，甲的波長皆大於乙，則下列敘述何者正確？(A)甲為星系團，遠離速率較乙小(B)甲為星系，距離較乙遠(C)乙為星系團，遠離速率較甲小(D)甲為星系，距離較乙近(E)甲為星系團，遠離速率較乙大
109年學測-自然科第8題,E,,於電子顯微鏡下觀察微生物，除了觀察是否具有細胞核之外，下列何者也可用來區分所見微生物為原核生物或原生生物？(A)具有核糖體者為原生生物(B)具有染色體者為原核生物(C)具有鞭毛者為原核生物(D)具有細胞壁者為原核生物(E)具有粒線體者為原生生物
109年學測-自然科第9題,C,,巴拉刈是一種常用來做為除草劑的強氧化劑，可抑制光反應電子傳遞的過程。對人來說，巴拉刈也是劇毒，如果進入細胞會產生大量的過氧化物。下列敘述何者正確？(A)植物在噴灑巴拉刈後仍可持續進行碳反應(B)巴拉刈分解後產生氧使細胞加速受損(C)巴拉刈以吸收電子方式干擾電子傳遞過程(D)巴拉刈在葉綠體的作用位置主要在基質(E)巴拉刈對植物與動物造成毒害的主要胞器完全相同
109年學測-自然科第13題,E,,在某化學實驗室找到一瓶沒有標示的固體藥品，經由實驗檢測發現此固體藥品不導電，可溶於水，且水溶液不導電，也不會使石蕊試紙變色。則下列哪一項可能為此未知藥品？(A)苯甲酸（C6H5COOH）(B)醋酸鈉（CH3COONa）(C)碘化鉀（KI）(D)氯化銨（NH4Cl）(E)葡萄糖（C6H12O6)
109年學測-自然科第22題,C,,臺灣造山運動活躍，山崩事件時有所聞，下列有關影響臺灣山崩因素的敘述何者正確？(A)板塊運動速率越快，山崩越不容易發生(B)岩層含水量越低，山崩越容易發生(C)節理（岩層破裂面）發達密集的山壁，山崩越容易發生(D)坡度大小不重要，若岩性堅硬、耐風化，則不易山崩(E)岩層和坡面的傾斜方向相同，且岩層傾角比坡面傾角小，則不會山崩
109年學測-自然科第23題,D,,地震大多為斷層錯動所造成，其能量以地震波的形式向外傳遞，地震波及斷層錯動都可能造成災害。下列有關地震的敘述，何者正確？(A)地震規模大小與斷層錯動所釋放的能量無關(B)從地震的P波和S波速率及單一測站測得的P波和S波到達時間差，即可算出該地震震源的位置(C)地震震度隨著距離震源越遠，震度越小，和各地地質無關(D)地震可引起土壤液化，造成建築物下陷、倒塌(E)地震波的波速越快，造成的地表搖晃越大
109年學測-自然科第24題,CE,,下列關於「量子現象」的敘述哪些正確？（應選2項）(A)電子的雙狹縫干涉現象是因為電子具有粒子性(B)氫原子的發射光譜是屬於連續光譜(C)光電效應的實驗結果顯示光具有粒子性(D)量子現象皆可用古典物理中的電磁理論解釋(E)實驗觀測到的氫原子光譜特徵可用氫原子能階模型來解釋
109年學測-自然科第27題,CDE,,心音是心臟瓣膜（活瓣）關閉的聲音，每一次的心搏可聽到兩個連續從心臟發出的聲音，下列關於心搏與心音的敘述哪些正確？（應選3項）(A)心臟的搏動純粹由心肌收縮所造成(B)整個心搏週期中房室瓣會關閉兩次(C)心搏速率受神經及內分泌的影響(D)主動脈基部的半月瓣關閉時會發出聲音(E)心音的特徵可以做為診病的參考基礎
