info,answer,explanation,question
111年學測-自然科第3題,B,,已知地球(E)與火星(M)的平均半徑比值(RE/RM)約為1.86，質量比值(mE/mM)約為9.3，試問同一物體在火星表面所受重力約為在地球表面所受重力的多少倍?(A)0.10(B)0.37(C)0.72(D)0.93(E)1.86
111年學測-自然科第4題,DE,,自然界的基本交互作用中，哪幾種對日常天氣現象的影響最為明顯常見?(應選2項)(A)弱作用(弱核力)(B)強作用(強核力)(C)夸克作用(D)電磁力作用(E)重力作用
111年學測-自然科第5題,A,,	若質量為720公斤的球體，具有3600千焦耳的動能，則此球體的速率約為多少公尺/秒?(A)102(B)103(C)104(D)105(E)106
111年學測-自然科第9題,B,,下列關於科學史實敘述，何者正確?(A)馬克士威以馬克士威方程式解釋光電效應(B)愛因斯坦以光子模型解釋光電效應(C)拉塞福利用電子撞擊氫原子探究原子結構(D)波耳首先觀測到氫原子光譜(E)波耳氫原子模型的建構比拉塞福的原子模型來得早
111年學測-自然科第14題,C,,汽油是含有5至12個碳原子的碳氫化合物，燃燒時會排放CO2，是造成空氣中CO2增加的原因之一。假如以辛烷(C8H18)代表汽油的成分，而且辛烷在引擎運轉時，可完全燃燒，其反應式如下:C8H18(l)+O2(g)->CO2(g)+H2O(l)(係數尚未平衡)若一公畝的森林平均每天可吸收16公斤的CO2，當汽車油箱中50公升的辛烷完全燃燒，則所產生的CO2約為一公畝森林多少天的吸收量?(C8H18:密度=0.70g/cm3、分子量=114)	(A)0.84(B)2.2(C)6.8(D)14(E)54
111年學測-自然科第18題,AD,,2021年諾貝爾化學獎頒給研究催化劑的學者。人體中的酵素(或稱酶)，即是生化反應的催化劑，如胃液中的胃蛋白酶可將蛋白質分解為小的分子片段。酵素的催化能力受環境的溫度、酸鹼性、受質濃度和專一性等影響。下列敘述哪些正確?(應選2項)(A)酵素通常是胺基酸的聚合物(B)胃蛋白酶在pH=7.4的環境有最佳活性(C)溫度越高時，胃蛋白酶的催化能力越強(D)食用大量制酸劑會降低胃蛋白酶的催化能力(E)胃蛋白酶亦可將澱粉分解產生葡萄糖
111年學測-自然科第19題,B,,分析細胞的DNA含量可瞭解組織中細胞的染色體套數或細胞所處之時期。研究者對某一具雙套染色體之生物，將其DNA以螢光物質染色，利用DNA含量與螢光強度成正比的原理，統計組織中不同螢光強度的細胞個數。依據上文，下列對於細胞有絲分裂的敘述，何者正確?(A)細胞分裂過程中，細胞因具單套染色體，螢光強度最弱(B)細胞分裂完成時，細胞具雙套染色體，螢光強度較間期時弱(C)細胞完成DNA複製時，細胞具三套染色體，螢光強度最強(D)細胞DNA複製時，是處於細胞分裂期(E)細胞完成DNA複製後進入間期，此時螢光強度最強
111年學測-自然科第20題,BC,,分析細胞的DNA含量可瞭解組織中細胞的染色體套數或細胞所處之時期。研究者對某一具雙套染色體之生物，將其DNA以螢光物質染色，利用DNA含量與螢光強度成正比的原理，統計組織中不同螢光強度的細胞個數。取下列哪些部位的細胞進行DNA含量分析，較可能得到細胞分裂進行中的結果?(應選2項)(A)植物木質部(B)植物根尖(C)受傷後修復中的皮膚(D)成熟生殖細胞(E)成熟神經細胞
111年學測-自然科第21題,ACE,,有關真核生物的光合作用和呼吸作用，下列哪些正確?(應選3項)(A)光合作用在葉綠體中進行(B)發酵作用在粒線體中進行(C)光合作用的過程中會產生ATP(D)有氧呼吸產生ATP的過程在細胞質中進行(E)有些植物細胞內可同時進行光合作用和有氧呼吸
111年學測-自然科第22題,BC,,從孟德爾的遺傳實驗中，延續到目前的遺傳學，有關基因的概念及其物質基礎的敘述，下列哪些正確?(應選2項)(A)描述豌豆遺傳所說的一對遺傳因子等同現代遺傳學的兩個基因型之概念(B)用遺傳因子描述豌豆的遺傳現象時，遺傳因子假說是一種具符號的抽象概念(C)分子生物學的中心法則說明了孟德爾實驗中性狀和遺傳因子之間的關連性(D)位於同一條染色體上的基因，還是有很高的機會遵循孟德爾的獨立分配律(E)孟德爾的第一及第二遺傳法則適用於含DNA之生物，也適用於病毒
111年學測-自然科第24題,CD,,"注射疫苗可透過免疫的過程達到防疫的目的，新冠肺炎(CoronavirusDisease2019,COVID-19)之RNA疫苗即為對抗嚴重急性呼吸道症候群冠狀病毒2型(SARS-CoV-2)的疫苗之一。有關RNA的敘述，下列哪些正確?(應選2項)(A)RNA分子為短片段的雙股螺旋結構(B)構成RNA分子的四種基本鹼基與構成DNA的一樣(C)細胞的基因被表現時，RNA經由轉錄產生(D)COVID-19疫苗的RNA轉譯後會產生蛋白質(E)注射RNA疫苗後，其中的RNA必先插入基因體中才能產生蛋白質"
111年學測-自然科第26題,CD,,共同祖先之後代所呈現的同源結構是衡量後代物種間組成自然類群之準則。有關相對自然類群形成之推論，下列哪些正確?(應選2項)(A)雞和人因體溫恆定而歸為同一類群，而非雞與鱷魚(B)烏龜與蝙蝠因具有後肢而歸為同一類群，而非烏龜與海豚(C)吳郭魚和鮭魚因具硬骨結構而歸為同一類群，而非吳郭魚與鯊魚(D)植物和動物因其細胞具有細胞核而歸為同一類群，而非植物與細菌(E)無尾熊和貓熊因生態習性相似而歸為同一類群，而非無尾熊與袋鼠
111年學測-自然科第27題,BCE,,姊姊和弟弟唸過演化的主題後，姊姊做小結:「達爾文的天擇理論說明了族群會改變的原理」。下列他們兩人一來一往的後續對話，哪些正確?(應選3項)(A)「那麼!天擇對DNA的改變就不管用了!」。(B)「DNA發生突變後，某些較適合的性狀，天擇後會將它保留下來」。(B)「反之，對於有害的DNA突變，大部分天擇後會將它們移除」。(C)「有關DNA的現代理論已經取代十九世紀達爾文的演化理論了」。(D)「DNA序列若發生趨同演化現象，則較不容易推論長時間的演化面貌」。
111年學測-自然科第31題,A,,天體的顏色提供豐富訊息。例如:織女星發出藍白光芒，心宿二顏色偏紅，天王星外觀為藍綠色，火星呈暗紅色。依據以上描述，下列何者正確?(A)織女星的表面溫度比心宿二高(B)天王星的表面溫度比火星高(C)天王星的表面溫度比心宿二高(D)織女星的發光能力比心宿二強(E)火星的發光能力比心宿二強
