,info,answer,translated_questions
0,111年學測-自然科第3題,B,"Translated Question: Given that the average radius ratio (RE/RM) of Earth and Mars is approximately 1.86, and the mass ratio (mE/mM) is approximately 9.3, what is the approximate multiple of the gravity experienced on Mars compared to the gravity experienced on Earth for the same object? (A) 0.10 (B) 0.37 (C) 0.72 (D) 0.93 (E) 1.86"
1,111年學測-自然科第4題,DE,"Translated Question: In the basic interactions of nature, which two have the most obvious and common effects on daily weather phenomena? (Select 2) (A) Weak force (weak nuclear force) (B) Strong force (strong nuclear force) (C) Quark force (D) Electromagnetic force (E) Gravitational force"
2,111年學測-自然科第5題,A,"Translated Question: If a sphere with a mass of 720 kg has a kinetic energy of 3,600,000 joules, what is its speed in meters per second? (A) 102 (B) 103 (C) 104 (D) 105 (E) 106"
3,111年學測-自然科第9題,B,Translated Question: Which of the following statements about scientific history is correct? (A) Marsden used the Marsden-Meyer equation to explain the photoelectric effect. (B) Einstein used the photon model to explain the photoelectric effect. (C) Rutherford used electrons to collide with hydrogen atoms to explore atomic structure. (D) Balmer first observed the hydrogen atom's spectrum. (E) Bohr's hydrogen atom model was constructed earlier than Rutherford's atomic model.
4,111年學測-自然科第14題,C,"Translated Question: Gasoline contains 5 to 12 carbon atoms and is a hydrocarbon that releases CO2 when burned, contributing to the increase of CO2 in the air. If n-hexane (C8H18) represents the composition of gasoline and is completely burned in the engine, the reaction is as follows: C8H18(l) + O2(g) -> CO2(g) + H2O(l) (unbalanced coefficients) If a car has a 50-liter gas tank and a public acre of forest absorbs 16 kg of CO2 per day, how many days worth of CO2 absorption can 50 liters of n-hexane produce when completely burned? (C8H18: density = 0.70 g/cm3, molecular weight = 114) (A) 0.84 (B) 2.2 (C) 6.8 (D) 14 (E) 54)"
5,111年學測-自然科第18題,AD,"Translated Question: Which of the following statements are correct? (Select 2) (A) Enzymes are typically polypeptides. (B) Pepsin has its highest activity at pH=7.4. (C) The higher the temperature, the stronger the catalytic ability of pepsin. (D) Eating a lot of antacids reduces the catalytic ability of pepsin. (E) Pepsin can also break down starch into glucose."
6,111年學測-自然科第19題,B,"Translated Question: Analyzing the DNA content of cells can help understand the chromosome number in an organism or the stage at which the cells are located. Researchers stain the DNA of certain cells with fluorescent substances in a double-stranded organism, using the principle that DNA content and fluorescence intensity are directly proportional. Based on the information above, which of the following statements about cell division is correct? (A) During cell division, cells have a single set of chromosomes and have the weakest fluorescence. (B) After cell division is complete, cells have two sets of chromosomes, and their fluorescence is weaker than during the intermediate period. (C) When DNA replication is complete, cells have three sets of chromosomes, and the fluorescence is the strongest. (D) During DNA replication, the cells are in the cell division period. (E) After DNA replication, the cells enter the interphase period, during which the fluorescence is the strongest."
7,111年學測-自然科第20題,BC,"Translated Question: Analyzing the DNA content of cells can help determine the chromosome number or stage of the cell in the tissue. Researchers stain the DNA of certain cells with fluorescent substances, using the principle that DNA content and fluorescence intensity are directly proportional. Which of the following cell types should be analyzed for DNA content analysis to likely obtain results related to cell division in progress? (Select 2) (A) Plant xylem (B) Plant root tips (C) Skin cells during wound healing and repair (D) Mature gametes (E) Mature neurons"
8,111年學測-自然科第21題,ACE,"Translated Question: Which of the following statements about eukaryotes' photosynthesis and respiration are correct? (Select 3) (A) Photosynthesis occurs in chloroplasts. (B) Fermentation occurs in mitochondria. (C) During photosynthesis, ATP is produced. (D) ATP production during aerobic respiration occurs in the cytoplasm. (E) Some plant cells can perform photosynthesis and aerobic respiration simultaneously."
9,111年學測-自然科第22題,BC,"Translated Question: Which of the following statements accurately describe concepts and their material basis related to genes from Mendel's inheritance experiments to modern genetics? (Please select 2) (A) The concept of a pair of genetic factors in Mendel's description of pea inheritance is equivalent to the modern genetic concept of genotypes. (B) When describing the inheritance of peas using genetic factors, the Mendelian inheritance law is a symbolic and abstract concept. (C) The center principle of molecular biology explains the relationship between traits and genetic factors in Mendel's experiments. (D) Genetic factors located on the same chromosome are likely to follow Mendel's independent assortment law. (E) Mendel's first and second laws of inheritance apply to organisms containing DNA and also apply to viruses."
10,111年學測-自然科第24題,CD,"Translated Question: Which of the following statements about RNA are correct? (Select 2) (A) RNA molecules are short, double-stranded spiral structures. (B) The four basic bases that make up RNA molecules are the same as those in DNA. (C) When a cell's genes are expressed, RNA is generated through transcription. (D) After receiving an RNA vaccine for COVID-19, the RNA undergoes translation to produce proteins. (E) The RNA in an RNA vaccine must first be inserted into the genome before it can produce proteins after injection."
11,111年學測-自然科第26題,CD,"Translated Question: The shared ancestry of descendants is a criterion for determining the composition of natural groups of offspring. Regarding the inference of the formation of quasi-natural groups, which of the following is correct? (Select 2) (A) Chicken and humans are grouped into the same category due to temperature regulation, not chicken and sharks. (B) Turtles and bats are grouped into the same category because they have hind limbs, not turtles and whales. (C) Murray cod and salmon are grouped into the same category due to their bony structure, not Murray cod and sharks. (D) Plants and animals are grouped into the same category because their cells have a nucleus, not plants and bacteria. (E) Koalas and pandas are grouped into the same category because of their similar ecological habits, not koalas and kangaroos."
