,info,answer,translated_questions
0,110年學測-國文科第1題,A,"Translated Question: Which of the following pairs has the same pronunciation in Chinese: (A) divide ""scope"" / carefully ask ""diagnosis"" (B) ""Lu"" Gui Zhong (ancient Chinese musical instrument) / wooden ""altar"" (C) ""Mi"" De Zhu Xian (a Chinese philosopher) / ""sea"" turtle conservation (D) ""jue"" di crown (ancient Chinese headgear) / lightly ""sing"" simple melody"
1,110年學測-國文科第2題,C,"Translated Question: Which of the following sentences has no typographical errors? (A) The choir members prepared the stage, and the ethereal voices soared with the melody, as the audience fell silent. (B) On the first day of the flower exhibition, visitors flocked in, jostling with each other, creating a lively atmosphere. (C) In the war film, amidst the smoke and flames, scenes of bloodshed and devastation were gripping. (D) Even if it's just a fleeting moment in life, if you take the time to contemplate it, you can still find meaning in your life."
2,110年學測-國文科第3題,B,"Translated Question: In the following passage, the most appropriate sequence for 甲、乙、丙、丁、戊, based on the context, is: ""I like reminiscing. When I marvel at how much time has done for them, (甲) if I am not clear about what time has done for myself, (乙) they will let me know. When I meet an old friend whom I have not seen for a long time, (丁) I will know in my heart how I am in their eyes."" (Li'er: ""Farewell to My City"") (A)乙甲丙丁戊 (B)乙丁甲丙戊 (C)丁甲戊乙σ (D)丁乙σαγ"
3,110年學測-國文科第4題,D,"Translated Question: In the following couplets, the most suitable words to fill in the blanks are:  甲、Reading between the lines brings understanding (A) doubt / succession / rareness (B) doubt / succession / rarity (C) rarity / succession / doubt (D) rarity / succession / rareness 乙、Except for poetry, it separates people from their preferences (B) what / flip / uniqueness (C) what / flip / rarity (D) what / flip / uniqueness 丙、It makes me feel free / night moon, washes away people's regrets, and wakes them up with the morning bell (A) How / flip / exhilaration (B) How / flip / exhilaration (C) flip / exhilaration / how (D) flip / exhilaration / how (A) How / flip / rarity (B) How / flip / rarity (C) rarity / succession / doubt (D) rarity / succession / rareness"
4,110年學測-國文科第5題,B,"Translated Question: After Sun Wukong completes his mission as a disciple and returns to Flower Fruit Mountain, he wants to contact his master Tang Sanzang and the other fellow disciples. The most appropriate way to do this is: (A) Write a letter to Tang Sanzang, beginning with a salutation such as ""As if meeting face to face."" (B) Send a banquet invitation to Zhu Bajie, with a line that says ""I look forward to your company and Tang Guang's."" (C) Write a birthday card for Sha Wujing, with the contents signed as ""Brother Sun Wukong pays respects."" (D) Send a postcard to White Dragon Horse, with the sender's address following ""Sun Wukong's respects."""
5,110年學測-國文科第6題,B,"Translated Question: Modern poetry often contains hidden meanings. The most inappropriate description is: (A) ""The Wolf's Tail"" by the poet, who says ""I am the lone wolf of the wilderness,"" expresses his independent nature. (B) In ""Farewell to Cambridge,"" the phrase ""I sweep my sleeve / Not taking a single cloud with me"" symbolizes the poet's restless spirit. (C) In ""Mistake,"" the line ""Just as the green stone streets fade into the evening"" conveys a sense of loss, in addition to describing the scene. (D) In ""Crane,"" the passage ""We are still alive. We still need to fly / In the boundless sky"" with a V-shaped flock of cranes symbolizes the persistence of humans."
6,110年學測-國文科第7題,C,根據以下文章，最符合合作者「自己一個人唱歌」的描述是：第2頁共11頁一個人唱歌，可真奇怪。有時是下意識，自己竟不知不覺地唱起歌來，當發現自己不停地哼唱著喜歡的那一支歌的時候，也不知已唱了多久，之後不但沒停，還把歌詞一個字、一個字咬得清清楚楚。這樣無我地唱歌，起先是旋律讓他飄飄然，意識清醒後就被歌詞感動。如此一合，好像一個人扮起雙重唱，又扮聽眾陶醉。這種情形往往發生在一個人心情愉快時，歌一上口，一次次又一次地重複不停；特別是別無他人在旁，例如洗澡、上廁所、騎機車或一個人在家等等，有時閉著嘴用鼻子哼，有時張口用「啊」字啊到底，哼唱久了，下顎還會微感痠痠的。要不是遇到有人來、忙著談事情，或是吃飯等其他事情來打斷的話，這種愉快的心情，就好像中了邪一樣。（黃春明〈心裡的桃花源〉）(A)心情愉悅時，便會咬字清楚地哼唱出喜歡的歌詞來 (B)四下無人之時，才能在無意識之中清楚地唱出歌詞 (C)無我地哼唱時，往往一開始會不自覺沉浸在旋律中 (D)意識清楚之時，喜歡用「啊」字一次次地重複哼唱
7,110年學測-國文科第8題,D,"Translated Question: According to the passage, which statement best reflects Kant's viewpoint? Some people inherently love to help others and derive happiness from it. Kant, however, believes that acting out of compassion has no moral value, regardless of how correct or gentle it may be. This seems to contradict the general consensus. Isn't helping others for happiness a good thing? Kant would agree, but he distinguishes between two motives for helping others - one for personal pleasure and one as a duty. Kant insists that only the motive of duty holds moral value. Helping others out of compassion is commendable and encouraging, but not worthy of respect. (A) Helping others out of compassion holds moral value (B) Simply doing good deeds holds moral value (C) Acts of compassion are not worthy of encouragement (D) A morally worthy motivation stems from a sense of duty"
8,110年學測-國文科第9題,A,"Translated Question: According to the passages below, which sequence of words best fills the blank in each case?  A) Because he heard that the salt commissioner was going to hire a clerk, Rainville asked a friend to help him get the job and make arrangements for his security. (《The Story of the Salt Commissioner》)  B) Instead of complaining to my parents, I will choose a (A) West Wing / East Room / North Facing (B) West Wing / West Seat / South Facing (C) East Hall / East Room / South Facing (D) East Hall / West Seat / North Facing room. (元雜劇《Autumn Husband》)  C) After Zhougong ruled for seven years and succeeded as king, Zhougong changed politics and succeeded as king, and (A) West Wing / East Room / North Facing (B) West Wing / West Seat / South Facing (C) East Hall / East Room / South Facing (D) East Hall / West Seat / North Facing) took the positions of various officials. (《Records of the Historian: The House of Zhou Chronicle》)"
9,110年學測-國文科第10題,D,"Translated Question: According to the passage, which best captures the main idea? (D) Rulers establish customs and etiquette to regulate people's desires and needs, leading to order and preventing chaos. (A) The righteous path has no bias. (B) No desires lead to order. (C) Strife arises from the boundary of division. (D) Etiquette originates from maintaining order and preventing chaos."
10,110年學測-國文科第11題,C,"Translated Question: A rural scholar takes the county examination, and the topic comes from the ""Four Books."" In his response, he explains the meaning of the passage: ""People cannot help but interact with the world and offer ceremonious speech and behavior. The emotions that arise are natural. Skillfully expressing oneself and appearing attractive are part of this process. Knowing how to move and behave appropriately is also important."" Based on this passage, the most likely topic of the exam question is: (A) Modesty and Inner Strength (B) Winning People Over with Words (C) Eloquence and Attractiveness (D) Proper Names and Language Order"
11,110年學測-國文科第12題,C,"Translated Question: Regarding the dialogue between Zhuo and Ma, the most appropriate description is: Zhuo said to Ma, ""Although your family is not wealthy, you daily exhaust yourself with the needs of your guests, how can this be sustainable? As for the current plan, selling chrysanthemums can also make a living."" Ma, hearing Zhuo's words, greatly disapproved of them, saying, ""Since you are a man of refinement and a high-minded gentleman, you should be able to endure poverty. Today we discuss selling chrysanthemums to make a living, it would be a disgrace to the chrysanthemums."" Zhuo laughed and said, ""As long as we rely on our own efforts and don't be too eager to seek wealth, we don't have to strive too hard to avoid poverty either."" (From ""Huang Ying"" in Liaozhai Zhuoye) (A) Zhuo criticizes Ma for not enduring poverty (B) Ma hopes that Zhuo can rely on his own efforts (C) Zhuo and Ma discuss making a living by selling chrysanthemums (D) Ma is worried that their family's poverty will disgrace Zhuo."
12,110年學測-國文科第13題,D,"Translated Question: Regarding the illness of stone and feather in Zhou Botiao's ""Drunken Tongbo Paintings,"" the most appropriate description is: (A) Zhou Botiao is obsessed with calligraphy and painting, and his illness does not change his enjoyment. (B) Zhou Botiao and stone subscribe to the disease of eating treasures, and Zhou Hui believes it is a shame. (C) Zhou Hui and Zhou Botiao both love the arts and share the same illness, but he feels he is not as fast as Zhou Botiao, so he is sad when he opens a book. (D) Zhou Hui teases Zhou Botiao's serious illness, implying that his obsession with calligraphy and painting brings him joy and a sense of freedom."
13,110年學測-國文科第14題,C,Translated Question: Which of the following statements best fits the content of the passage about jeans? (A) Unruly fashion clothing (B) Unique and exclusive spirit (C) Rich interpretation of meaning (D) Pursuit of design aesthetics
14,110年學測-國文科第15題,D,"輸出格式： Translated Question: Which of the following concepts is least suitable for explaining the ""paradoxical"" nature of denim jeans referred to in the text? (A) Left-wing imagery / Fashion item (B) Proletarian / Individual rebellion (C) Fashion style / Casual untidiness (D) New middle class / Popular recognition"
15,110年學測-國文科第16題,B,"Translated Question: What is the most appropriate statement about Simo Qiao's tips for making porridge based on the data in Part A? (A) The cooking time for the porridge increases in the order of oat porridge > barley porridge > mushroom porridge. (B) To make barley and mushroom porridge, the barley and mushrooms should be prepared and set aside before cooking. (C) To make oat and mushroom porridge, add ingredients that have been fried with honey after the oats and mushrooms have been cooked. (D) For barley porridge, the barley is cooked with water, while for oat porridge, the oats are cooked with rice."
16,110年學測-國文科第17題,B,"1. Translated Question: According to the historical account, Xiaoyi infers that the coffee market price at that time should have fallen. According to market analysis, her inference is most likely based on which of the following? (A) Since coffee has become a mass-market drink, the consumption market is prone to shortages. (B) Coffee consumption demand is increasing, but the increase in supply from large-scale planting in colonies is even greater. (C) After European countries planted coffee in their colonies, it also stimulated the growth of consumption. (D) The government anticipated significant fluctuations in coffee prices and implemented price control policies. 2. Translated Question: Based on the information about the dietary habits of the poet Lu You and his views on health, which statement best reflects his perspective on food and its impact on his health? (A) Lu You enjoyed eating rich foods and drank a lot of alcohol, but had good dental health. (B) Lu You believed in a balanced diet and moderation, avoiding heavy meals and enjoying light meals like porridge. (C) Lu You disliked sweet foods and preferred to eat large amounts of meat, which he believed contributed to his good health. (D) Lu You had poor health and was often troubled by digestive issues and high blood sugar levels."
17,110年學測-國文科第18題,C,"Translated Question: Which of the following statements is most appropriate for someone like Su Dongpo, who wants to control their blood sugar based on the information in paragraph (b)? (A) Eat one more bowl of rice every meal and eat less solid meat. (B) Eat one less bowl of thin porridge and eat more high-fiber vegetables. (C) Both options 1 and 2 are correct. (D) Both options 1 and 2 are incorrect."
18,110年學測-國文科第19題,B,根據文章，關於電影《駭客任務》的以下敘述最合適：(B)故事背景是人們處於由電腦程式所構築出的虛擬世界，和真實世界日漸偏離
19,110年學測-國文科第20題,A,"Translated Question: Which of the following statements best reflects the viewpoint on ""key economic indicators"" expressed in the passage? (A) Constructing a one-sided description of economic development with statistical data (B) The constructed world is not a false illusion but a non-existent fabrication (C) Defining everything with statistical data is the human construction of government and extremists (D) Providing complete and accurate data to understand and deal with the complex issues of economic control"
20,110年學測-國文科第21題,B,"輸出格式： Translated Question: Which of the following statements best describes the writing strategy in the passage about the Matrix and economic indicators? (A) The author uses The Matrix as an example to support their argument, increasing the persuasiveness of their point. (B) The author uses the symbolism of The Matrix to introduce their observations about economic indicators and attract readers. (C) The author first describes the plot of The Matrix and then explains its symbolism, which is meant to reflect on economic indicators. (D) The author compares and contrasts The Matrix and economic indicators, lamenting that economic masters have not yet solved the mystery."
21,110年學測-國文科第22題,A,根據上文對「在知上有欠缺」的剖析，以下哪幾個詞語最能呼應？(A)扣槃捫燭 (B)巧拙有素 (C)含糊其辭 (D)匪夷所思
22,110年學測-國文科第23題,B,"Translated Question: According to the passage, what is the best-suited sentence to describe the main idea? (A) There is a sequence in learning and each profession has its own specialty (B) To fully understand the theory of music, one must first master a thousand tunes and understand the properties of various musical instruments (C) People always have difficulties in adapting their abilities to the demands of the material, and it is not easy to know (D) Most people value things that are far away and disregard those that are close to them; they are also unaware of their own shortcomings and believe themselves to be wise."
23,110年學測-國文科第24題,A,"Translated Question: What best reflects the perspective expressed in the passage from ""Zhuangzi"": (A) Adapting to the times and not being bound by the value of being a dragon or a snake (B) Fate determines life and death, wealth and status are irrelevant (C) Having inherent talent and being free to soar in the Dao (D) People are limited by conventional wisdom and do not realize that uselessness can be valuable?"
24,110年學測-國文科第25題,A,"Translated Question: What best fits the ""morality"" meaning in the passage (Erbian, Mengzi, and Zhuangzi): (A) Adapt to nature and be quiet without doing anything. (B) Have good morals and behave according to reason. (C) Act morally and unite people with etiquette. (D) Be open and welcoming, like the sea accepting all rivers."
25,110年學測-國文科第26題,B,"Translated Question: According to the perspective in paragraph A, which of the following statements best fits the view that historical topics appear in classical poetry? (A) The main purpose of historical topics in classical poetry is to show off the erudition of the literati (B) Poets often reflect on contemporary situations or their own positions through the writing of historical topics (C) Lyrical poetry based on history and biography always expresses the feelings of the nation (D) Historians often have certain traditions when interpreting history, so the interpretation of specific individuals and events by poets often shows stability."
26,110年學測-國文科第27題,D,"Translated Question: Which of the following statements is most appropriate for the meaning and approach of poems 乙 and 丙? (A) Poem 乙 quotes the events of Yi Yin and Lu Wan, intending to show that heroes have always come from humble beginnings (B) Poem 丙 laments the current state of constant conflict and the decline of the glory of the Han and Tang dynasties, implying that the lives of the people are difficult (C) Both poems describe the historical events or sites of the past, depicting the contemporary context and using historical comparison to provoke reflection (D) Poem 乙 imagines ancient interpersonal encounters and compares them to reality, finding solace in the process; Poem 丙 reflects on the experiences and destinies of the people by contemplating the ruins of the past."
27,110年學測-國文科第28題,A,根據甲文觀點，對乙、丙二詩的最合適解讀是： (B) 乙詩透過伊尹、呂望和興王的歷史人物和事件，表達個人希望能與賢明的君主相得，建立功業的心願；丙詩則通過遙望西都，緬懷王朝的興衰，揭示了朝代的更迭無常。
28,110年學測-國文科第29題,C,"輸出格式：                            Translated Question: According to the text, which of the following statements is least appropriate? (A) Judging from the division of time, the Shang Dynasty people must eat two meals a day. (B) ""Day middle and dusk"" can imply the concept of ""rise and fall."" (C) ""Big food"" is named after the sun's position in the sky and is usually the time for lunch. (D) The oracle bones ""dusk"" and ""dusk"" are based on human references to indicate the sun's position."
29,110年學測-國文科第30題,D,"Translated Question: The segmentation of a day in ancient China can be traced back to the Merchant Dynasty, which has the earliest recorded evidence. Although the names of the divisions vary slightly between past and present, the main sections of the day are: dawn, great harvest, great meal, midday, dusk, light meal, or dusk / nightfall. The fixed points are named after the position of the sun in the sky. This habit continued until the Han Dynasty or later. The time when the sun first rises from the horizon is called ""dawn."" The character ""dawn"" in the oracle bones of the Merchant Dynasty is shaped like the sun rising above something. Compared with the shape of the gold text, it may represent the scene of the sun rising from the sea, and it has not yet completely separated from the water; or it represents the scene of the sun shining on the water. The people of the Merchant Dynasty were originally from the east, so they would not be unfamiliar with the sea landscape in the morning. The next stage is ""great harvest."" The character ""harvest"" in the oracle bones of the Merchant Dynasty is shaped like hands picking fruits and leaves from trees. ""Harvest"" is borrowed to mean radiance, and ""great harvest"" is the time when the sun is shining brightly, which means that the sun has risen high in the sky and the vision is clear. It is the time to have a big meal to replenish the physical strength consumed by early morning labor in the field. Then comes ""midday"" or ""middle of the day,"" which is the time when the sun is directly overhead. Shortly after is ""dusk."" At this time, the sun is setting, and the light is fading, so it is called ""sunset."" After eating, the utensils are tidied up, and the sun is setting and the radiance is diminishing, leaving only a faint light in the sky. This period is called ""small harvest"" or ""no,"" and the character ""no"" in the oracle bones of the Merchant Dynasty is shaped like the sun sinking into the forest, with the light passing through the gaps in the forest. The character ""no"" later became a negation word and was combined with the day to form the character ""night."" (Adapted from Hsu"
30,110年學測-國文科第31題,D,以下哪項敘述最符合以上二文故事內容？(A)在甲文中，帶阿旺嫂孩子去吃冰的秀潔最後還是被推回舞臺，繼續表演 (B)在乙文中，蔣碧月不情願的被飾演高力士的余參軍長推上舞臺扮演貴妃 (C)戲劇演出時，甲文的舞臺是臨時搭建的，乙文則是在設備豪華的劇院 (D)觀看演出時，甲文中的觀眾是心不在焉，乙文中的觀眾則是興味盎然
31,110年學測-國文科第32題,A,"1. Translated Question: Based on the two passages provided, which description of the narrative techniques most accurately captures the portrayal of the performers' experiences in the drama? (A) The alpha text alternates between the stage and the audience, emphasizing the powerlessness of the performers in the drama. (B) The beta text uses the ""Empress Lu's Dream"" scene to depict the performers' drunken antics. (C) Both texts use the dialogue of the play to suggest the personal qualities and experiences of the actors in real life. (D) Both texts focus on describing the psychological activities of the performers to highlight their backstage bitterness."
32,110年學測-國文科第33題,A,"Translated Question: Which of the following interpretations of ""ghost"" and ""return"" in the text is consistent with the classical literature and popular understanding? (A) When people abandon the world and return to the great order, they become ghosts. Ghosts cannot forget and return to the world of the living. (B) Ghosts cannot forget and return to the world of the living. When people abandon the world and return to the great order, they become ghosts. (C) Ghosts have a dwelling place and cannot forget and return to the world of the living. Ghosts cannot forget and return to the world of the living. (D) When people abandon the world and return to the great order, they become ghosts. Ghosts have a dwelling place and cannot forget and return to the world of the living."
33,110年學測-國文科第34題,D,"根據上文對「鬼」的看法，下列敘述中最不適當的是： (A) People cannot avoid death, and the existence of ghosts reveals the temporal divide between life and death. (B) Ghosts reappearing in the human world actually demonstrate the irreparable divide between yin and yang in life. (C) Ghosts reveal the longing and unfulfilled desires in people's lives between this life and others, as well as the divide between life and death. (D) Waiting for a new life as a ghost, new souls and old souls intertwine and wander between the divide of life and death."
34,110年學測-國文科第35題,DE,"Translated Question: Which of the following pairs of sentences have the same meaning in Chinese? (A) ""陟"" punishment and criticism are not based on whether something is right or wrong / ""陟"" climbing a small slope and feeling the heat underfoot (B) The ruler ordered: enter! Facing the wall, he did not dare to enter / The eunuch submitted a petition, signed it with his own hand (C) The king allowed his minister Meng Gao to serve the other states / Perhaps relying on his trust, the king allowed Meng Gao to be free and easy outside (D) Men have their own duties, women have their own responsibilities / Understanding the duties of a ruler, then in the era of Tang and Gong, everyone can be allowed (E) This person reported everything he had heard to ""具"" someone / At night, Xiang Yu sent his troops to attack Peng Yue, and secretly saw Zhang Liang, and ""具"" told him about the situation"
35,110年學測-國文科第36題,BC,"Translated Question: Which of the following words is most appropriate to fill in the blanks marked with a line? (A) Stressful pressure makes modern people more irritable, often causing people to fight over trivial matters. (B) Because the Germans captured many British soldiers, Britain was worried and did not dare to bomb German military bases. (C) As a teacher, my mother is always cautious and strict, fearing she cannot set a good example for her students. (D) My father, who works and travels frequently, often carries things back and forth and rarely has the opportunity to eat with his family. (E) To get the anniversary sale items at the shopping mall, I went straight there as soon as it opened."
