,info,answer,translated_questions
0,109年學測-社會科第1題,C,"Translated Question: What is correct regarding Mr. Wang, who teaches in a coastal town and, after discovering that unscrupulous businesses were dumping waste and damaging the environment, leading to the annual decline of tidal flats and mangroves, he gathered local people to form a club to promote environmental protection and prevent further loss of mangroves? (A) The club should register with the government as soon as possible, otherwise it will become an illegal organization. (B) If the club accepts funding from administrative departments, it will be difficult to maintain its neutrality. (C) The club can accept donations from enterprises to expand its resources, but should pay attention to the enterprise's environmental stance. (D) Mr. Wang should refuse to let his relatives join the club to maintain its public nature."
1,109年學測-社會科第2題,C,"Translated Question: A country in the Pacific Ocean region, Alpha, has long exported solar panel boards to Beta country, but in recent years, Beta country has imposed high anti-dumping tariffs on them. Alpha then applied to Gamma for a ruling, which allowed Alpha to impose tariffs on goods imported from Beta. According to the information in the text, Gamma is most likely: (A) United Nations, (B) World Bank, (C) World Trade Organization, (D) Asia-Pacific Economic Cooperation"
2,109年學測-社會科第3題,A,"Translated Question: Based on Table 1, which of the following is most likely the topic of Xiaobin's report? (A) Interest groups in Taiwan and public policy-making, (B) Legal cases in Taiwan for the protection of disadvantaged groups, (C) The powers and legislative procedures of the Legislative Yuan in Taiwan, (D) Grassroots organizations in Taiwan and judicial system reforms."
3,109年學測-社會科第4題,A,"4. During the May Fourth New Culture Movement era, a 19-year-old college student named Alpha wrote a letter home, saying that he was in love with a female classmate and wanted to cancel the parents' arranged marriage for him. The letter also stated that although most people accept marriages arranged by parents, he would fight against traditional forces to the end. If Alpha were in present-day Taiwan and consulted a lawyer, which of the following is most likely to be the lawyer's response? (A) If Alpha and the female classmate have already registered their marriage, Alpha's marriage cannot take effect without his parents' consent. (B) Parental arrangements do not require registration for effectiveness, but Alpha can disinherit his parents upon coming of age. (C) Alpha, being under the age of 20, has not yet reached adulthood and, according to the Civil Code, cannot marry another person. (D) Alpha can declare the nullity of his marriage to the female classmate with the joint consent of his parents and the female classmate's parents."
4,109年學測-社會科第5題,C,"Translated Question: Alpha is accused of murder, and Beta is in charge of investigating the case. Alpha wants to hire Gamma as his defense attorney. During the investigation, Beta discovers that Alpha is highly suspected of the crime and may be involved in collusion with others. Which of the following statements accurately describes the criminal proceedings in this case? (A) If Gamma finds that Alpha's guilt is undeniable, Gamma should refuse to represent Alpha to protect the last line of defense for justice. (B) Beta's mission is to assist in combating crime, and Alpha should be arrested by Beta if the evidence against him is sufficient. (C) If Beta later discovers any evidence favorable to Alpha, Beta should still consider using this evidence when deciding whether or not to prosecute. (D) Gamma should help Alpha confess in court and ask Beta to give Alpha a light sentence to avoid the death penalty."
5,109年學測-社會科第6題,D,"Translated Question: In recent years, the number of people in Taiwan who like to hike has increased, and there have been many mountain accidents. The Interior Ministry's Airborne Troops often have to carry out helicopter rescue operations. Many local governments have announced mountain climbing management regulations, and those who do not follow their original climbing plans and change their routes or areas may have to pay related rescue fees and fines. Which of the following statements is correct about the calculation of government expenditures and revenues? (A) The costs incurred by the government when they dispatch helicopters are considered investment expenditures. (B) The funds used to purchase helicopters are considered transfer expenditures. (C) The fees paid by hikers for the fines are considered compensation revenues. (D) The fees paid by hikers for rescue are considered fee revenues."
6,109年學測-社會科第7題,A,"Translated Question: In a new game, there are two roles to choose from: the warrior and the archer. Originally, no matter which role Small New chooses to play for an hour, the power of that role can be increased by five levels. However, an hour is enough time to switch roles freely. On a certain day, Small New gets a double-hour upgrade bonus for archers, and if the archer's combat power is used as the horizontal axis and the warrior's combat power is used as the vertical axis, and the lines of possible production in an hour are represented by solid lines under other conditions, which of the following diagrams is most suitable for showing the effect of this discount on Small New's production possibilities for an hour? (A) (B) (C) (D)"
7,109年學測-社會科第8題,B,"Translated Question: In a certain country, the new government decided to conduct a nationwide public opinion survey to understand the citizens' support for major policies and legislation. The survey results are shown in Table 2: Table 2 Participation Intentions Willing to Participate 387 (22.10%) Not Willing to Participate 517 (29.53%) 961 (54.88%) Support Attitude Support 847 (48.37%) 517 (29.53%) 1,364 (77.90%) Oppose 114 (6.51%) 273 (15.59%) 387 (22.10%) Total 961 (54.88%) 790 (45.12%) 1,751 (100%) Which democratic political idea is most similar to the following? (A) The role of citizens is to participate in regular elections to decide on party-benchmarking and avoid the emergence of a dictatorship government. (B) Public discussions of public policies help improve the codicil system and expand opportunities for decision-making. (C) Citizens may not necessarily understand public policies, and majority rule may lead to tyranny of the majority and harm decision-making quality. (D) Public policies should be decided by public referendum, which not only prevents the monopoly of the elite but also the best form of democratic politics."
8,109年學測-社會科第10題,B,"Translated Question: Some university has revised its regulations to align with the government's policy to strengthen students' physical fitness. The new requirement states that students must pass a 100-meter swimming test to graduate, applicable to students in their final year. Those who fail to complete the swimming test by the end of the academic year must delay their graduation. Student Alpha believes that this rule is inappropriate because students who were newly enrolled had no such requirement. Alpha protested by graffiti on the wall of the administration building, which led to disciplinary action. Alpha then refused to participate in the swimming test and did not show up for the make-up exam, resulting in not obtaining a graduation certificate. The question is: When is the earliest time that Alpha can submit the constitutional interpretation? (A) When students first receive the announcement that the ""100-meter swim"" is a graduation requirement, (B) When Alpha receives the demerit notice and exhausts the internal appeal process, (C) When Alpha is notified to take the make-up exam, (D) When Alpha cannot graduate due to not passing the swimming test."
9,109年學測-社會科第11題,A,"Translated Question: Based on the passage, what is the main basis of Alpha's argument? (A) The principle of faith protection (B) Legal reservation (C) Legal supremacy (D) The principle of equality"
10,109年學測-社會科第12題,C,"12. * The government of a certain country issued a new regulation, citing the need to prevent false news from disrupting social order as the reason, stipulating that anyone who disseminates false information in the media will be directly prosecuted and punished by the administrative authorities. This regulation has triggered a large number of citizens to take to the streets, demanding that the government withdraw this infringing law on human rights. Although the police used force to disperse the crowd, the protesters did not disperse, but gradually formed groups and continued to organize mobilization, planning various resistance actions to call on citizens to defend their human rights and overturn the law. In the reporting of this event, some media in the country repeatedly emphasized, ""The large-scale protest has paralyzed the country's economy, and the chaos caused by the actions has led to enormous social costs, causing great concern."" 109th College Entrance Examination, 4th Page of 19 Pages, Social Science Section (A) The media has failed to fulfill its responsibility to verify and has been swayed by public opinion, (B) the report is sensationalist and only pursues ratings while neglecting social responsibility, (C) the news editors hold a certain stance, causing the news to only convey partial information, (D) the media can critically analyze and judge social events, effectively realizing publicness."
11,109年學測-社會科第14題,B,"14. In 2013, the British queen granted a pardon to Alan Turing, a computer science pioneer, under British law. Turing successfully decrypted Nazi codes during World War II, making a significant contribution to the Allies. However, he was later convicted under British law for homosexual acts, which led to the loss of his job and chemical castration to avoid imprisonment. Small Wind and Small Cloud discussed this event, with Small Wind saying, ""I can't agree with using criminal law to deal with homosexuality? Why should the intimate acts between two men be punished by the state? Have they harmed anyone else?"" Small Cloud said, ""I can't agree with only one person being pardoned when facing past injustices."" Based on the information in the text, what can be inferred about the political situation in the country? (A) The country's government is facing a crisis in effective rule and policy legitimacy. (B) The ruling power of the country's government is mainly based on traditional authority. (C) There is no regular electoral mechanism, making it difficult to effectively reflect public opinion. (D) The country's administrative agencies do not act in accordance with the law and officials do not maintain neutrality."
12,109年學測-社會科第15題,B,"Translated Question: What best supports Xiao Yun's argument on how pardons should be conducted? (A) The government, based on the principle of legal propriety, should have legislative procedures for pardons. (B) Pardons should not be based on personal achievements, but rather the government should correct the unfair discrimination of the system. (C) Based on the fairness and justice ideology, a special pardon should also be accompanied by an apology from the national leader. (D) Homosexuality is a minority cultural group, so it is necessary to legislate pardons to provide special protection."
13,109年學測-社會科第16題,D,"                            Translated Question: Somehow, Alpha and Omega used their combined pocket money of 100 yuan to buy a brand new novel from their country's online bookstore. Alpha and Omega verbally agreed that Alpha would read the novel first. After Alpha finished reading and decided that the novel was boring and Omega would probably not like it either, they sold the novel for 80 yuan to a second-hand bookstore and used the 40 yuan credit to purchase a new comic book published by a domestic publisher. In the social studies test, which of the following statements is true? (A) Since Alpha and Omega's oral agreement had no written contract, their contract was not established. (B) Even though Alpha violated the agreement, Omega cannot claim property rights, but can claim that Alpha breached the duty of good faith. (C) Since Alpha broke the agreement, he no longer has the right to sell the book without Omega's consent. (D) Selling the book without Omega's consent violates Omega's ownership rights."
14,109年學測-社會科第17題,A,"Translated Question: In the text, certain and certain use their combined 100 yuan to buy a new novel from their country's online bookstore. They verbally agree that certain will read the novel first. Afterward, because certain finds the novel boring and thinks certain two won't like it either, they sell the novel to a second-hand bookstore for 80 yuan and use it to purchase another new comic book published by their country's publishing house for 40 yuan. According to the expenditure method of calculating GDP, which of the following statements is correct? (A) The two books purchased in sequence increased GDP by 140 yuan. (B) The second-hand bookstore's purchase of the new book increased GDP by 120 yuan. (C) Certain selling the read book increased GDP by 80 yuan. (D) All transactions together increased GDP by 220 yuan."
15,109年學測-社會科第19題,A,"Translated Question: In the wall paintings, stele paintings, and stele paintings of Han dynasty tombs, there are more than seventy instances of the phrase ""Confucius meets Lao Tzu"" as an explanation of the subject matter. The paintings depict Confucius kneeling and asking Lao Tzu about etiquette. What kind of thought pattern or background from the Han Dynasty is most likely reflected in these paintings? (A) Venerating the Yellow Turbans (B) Exalting Confucianism (C) Confucianism and Taoism share the same origin (D) The Five Dynasties"
16,109年學測-社會科第21題,D,"Translated Question: Since the Tang and Song dynasties, the South China Sea trade no longer only involves the import of rare and precious items, but also includes Chinese products such as tea and porcelain for export. This change not only reflects China's production and economic development but also relates to the ""significant change"" in the South China Sea's geopolitics. What is most likely the cause of this ""significant change""? (A) The spread of Buddhism in Southeast Asian countries (B) Large-scale migration of Indians to Southeast Asia (C) Advances in navigation technology in the South China Sea region (D) The arrival of Arab forces in Southeast Asia"
17,109年學測-社會科第22題,A,"Translated Question: In a certain place, the police force consists of members from Europe, India, China, and specially recruited individuals from Weihai Wei, Shandong. They are labeled ABCD. Indian police wear turbans, while Chinese police wear triangular bamboo hats and green uniforms. Local children refer to the police as ""ABCD, big green coat, catch thieves, buzz buzz!"" These children are most likely: (A) children of Chinese immigrants in Hong Kong under British colonial rule (B) children of Chinese merchants in Jakarta (C) children of Chinese laborers who built the railroad in San Francisco (D) children of Chinese workers who helped build the railroad in Jakarta."
18,109年學測-社會科第23題,A,"Translated Question: According to the commentary on the post-war Taiwan land-to-rent ratio reform, which states that: ""Implementing the reduction in rent was not just a manifestation of Chen Chen's (then Taiwan Provincial Governor) political philosophy. Since the land-to-rent ratio reform was carried out under the assistance of the Joint Commission on Rural Reconstruction of the United States—China, it can also be considered as part of a series of land reforms in East Asia, such as Japan, Korea, and the Philippines, promoted by the United States."" Based on this commentary, which of the following purposes of the land-to-rent ratio reform is most likely emphasized by the scholar? (A) Prevent the spread of communism (B) Maximize the use of land resources (C) Improve Taiwan's industrial structure (D) Avoid the prevalence of capitalism"
19,109年學測-社會科第24題,A,"24. Graph 2 shows the ratio of A and B classes from 1902 to 1933 in Taiwan. In the graph, A and B represent: (%) 100 80 60 40 A 20 B 0 1902-1903 1912-1913 1922-1923 1932-1933 (year) Graph 2(A) A: Modern sugar mills; B: Traditional sugar mills (B) A: European trading firms; B: Traditional markets (C) A: Modern schools; B: Traditional private academies (D) A: Hakka towns; B: Aboriginal villages"
20,109年學測-社會科第25題,B,"Translated Question: Since the establishment of the People's Republic of China, in the late 1950s, the Communist Party has been implementing a ""collectivization"" movement to adhere to the communist ideal. This involved breaking the small farmer economy, abolishing private land ownership, and promoting collective farming in rural areas. The country was divided into people's communes. However, these policies were unable to solve the rural problems and even resulted in a disaster, with famine causing massive population death in the countryside. Which factor is most closely related to the failure of China's collective farming movement? (A) The outbreak of the Korean War, which mobilized farmers to fight on the battlefield. (B) The abolition of private land ownership, which led to farmers losing the desire to work. (C) Collective farms were unable to specialize, and traditional farmers could not adapt. (D) The implementation of the ""up to the mountains and down to the counryside"" campaign, which caused a shortage of labor in rural areas."
21,109年學測-社會科第26題,D,"Translated Question: What is the most fitting term to describe the generation that grew up during the 1920s and 1930s in Taiwan, who received state-provided wartime education and had shared vocabulary such as ""jinzhua"" (complete destruction), ""sanduo"" (fallen in battle), ""ruhong"" (young soldiers), and ""bangbei"" (conscription)? (A) Modernization Generation (B) Industrialization Generation (C) Countertraditional Generation (D) War-time Generation"
