info,answer,explanation,question
113年學測-社會科第1題,B,解  析： 題幹情境乃111年我國政府為達尊重、維護原住民族的文化傳統之目的，依法規定「原住民歲時祭儀」屬於民俗節日，各該原住民族應依法予以放假，此屬「文化權」保障之範疇，與選項(B)透過《國家語言發展法》為尊重國家多元文化、促進國家語言傳承之目的相似。其餘選項解析：(A)透過修正《民法》親屬編以貫徹性別平等原則，屬「平等權」之保障；(C)修正《國籍法》保障新住民的選舉權，屬於「參政權」之範疇；(D)為維護媒體專業自主，保障公眾視聽權益，《廣播電視法》依法限制大陸地區人民擔任廣播、電視事業發起人、股東、董事及監察人之自由，避免國家安全受到威脅，與公民權利保障無關。 ,"1. 我國「紀念日及節日實施辦法」規定，臺灣原住民族各族的歲時祭儀日期，依 原住民族委員會的公告，定為法定民俗節日，各該族原住民應予放假。從公民權 利與社群資源分配的角度思考，該立法用意與下列何者最為相近？(A)民法規定父母應以書面約定子女要從父姓或母姓, (B)國家語言發展法將臺灣手語納入國家語言的範圍, (C)國籍法解除限制新住民歸化未滿十年不得參選公職之規定, (D)廣播電視法規定無我國國籍者不得為股東或擔任董監事職務"
113年學測-社會科第2題,A,解  析： 《民法》1138條規定，遺產繼承人除了配偶以外，其他繼承人的順序分別為：1.直系血親卑親屬（通常是子女。若子女已過世，則由孫輩代位繼承）；2.父母；3.兄弟姊妹；4.祖父母。按上述遺產分配原則，法定繼承人包括「當然繼承人」（配偶）與「血親繼承人」（子女、父母、手足、祖父母）兩種，且後者繼承順位「有前無後」；按題目給定情境，甲未婚、無子女、父母雙亡且並未提及祖父母是否健在，在未訂立遺囑的情況下，遺產僅能歸國有，故選(A)。其餘選項解析：(B)(C)(D)兄嫂與姪兒姪女均非法定繼承人，且因甲未訂立遺囑，故無法繼承甲之遺產。 ,"2. 某甲未婚無子女，僅有一兄長，父母過世後，仍繼續與兄嫂及姪兒姪女共 5 人同 住。其兄過世後，甲善待嫂嫂，視姪兒姪女如己出，長年承擔其生活費用。如甲 亦不幸身故，且生前未留遺囑，依我國民法規定，下列何者會是甲之遺產的繼承 情形？(A)無法定繼承人且無遺囑故遺產歸國有, (B)由其血親卑親屬姪兒與姪女共同繼承, (C)因其兄已逝故由姪兒與姪女代位繼承, (D)其嫂及姪兒姪女應繼分各為三分之一"
113年學測-社會科第3題,B,解  析： 從題文中「帶動咖啡消費風氣」可得出咖啡市場「需求增加」；「在殖民地大量種植咖啡」可得出「供給增加」，且在需求與供給同時增加時，又呈現「價格下跌」等線索，故與選項(B)中咖啡供給增加幅度大於需求增加幅度而導致價格下跌（如圖示）的情況相符。(A)此題僅說明供需同時變動之情況，未說明市場是否出現短缺；再者，若出現短缺，會導致價格上漲，題幹提到的是價格下跌；(C)該選項旨在測驗因果關係推論，據題意應為：「咖啡風行歐洲」（因）導致「各國開始大量在殖民地種植咖啡」（果），故(C)錯誤；(D)題意並無提及政府價格管制等相關敘述，且價格管制後就不會有題幹所說的價格下跌的情況發生。 ,"3. 小宜在書上讀到一段資料：「十七世紀以後，咖啡風行歐洲，帶動咖啡消費風氣， 使之成為大眾化飲料，歐洲各國其後也開始在殖民地大量種植咖啡。」依據此段 歷史敘述，小宜推斷當時的咖啡市場價格應該會下跌。依市場分析，其推論之依 據應為下列何者？(A)咖啡已經成為大眾化飲品，消費市場便容易發生短缺, (B)咖啡消費需求增加，但殖民地大量種植供給增加更大, (C)歐洲各國在殖民地種植咖啡後，同步刺激了消費成長, (D)政府預期咖啡價格將有大波動，採取了價格管制政策"
113年學測-社會科第4題,B,解題關鍵： 本題測驗學生能否透過文本掌握西班牙在東亞的根據地、欲取得的港口據點，答題的關鍵是「十七世紀荷蘭人來臺後」、「在臺灣的另一個港口取得據點」 解  析： 根據題文推論西班牙「將使根據地回復舊時榮光」，應是指荷蘭人來到東亞海域前，他們已擁有的根據地，即 1571 年占領的菲律賓馬尼拉。荷蘭來臺後，時常劫掠開往馬尼拉的商船，對西班牙在東亞海域的商貿經營造成威脅，使西班牙萌生在臺建立據點的想法。因荷蘭已於 1624 年占領臺灣南部的大員，西班牙選擇北上，於1626年占領雞籠（今基隆），故答案是(B)。(A)此時打狗（今高雄一帶）屬於荷蘭的勢力範圍，澳門則為葡萄牙據點 (C)此時安平與麻六甲均為荷蘭據點 (D)西班牙於1628年占領淡水一帶，但此時巴達維亞為荷蘭據點 ,"4. 十七世紀荷蘭人來臺後，西班牙官員的報告提到：「荷蘭與日本帶給我們極大的 損失，如去年荷蘭人擄獲一艘我國船隻，船上載著大量銀兩。……我建議在臺灣 的另一個港口取得據點，便可將荷蘭人逐出他們的現居地。如果國王能在那裡建 一商館，將使我們的根據地回復舊時榮光。」報告中「另一個港口」和「根據地」 分別是指：(A)打狗、澳門 (B)基隆、馬尼拉, (C)安平、麻六甲 (D)淡水、巴達維亞"
113年學測-社會科第5題,D,解題關鍵： 本題測驗目標為學生能否連結南宋時期人口移動與經濟發展的關係，並期望理解人口南遷除了提升當地經濟發展，也帶來許多負面問題。 解  析：南宋時期由於女真人的侵襲，大量中原人士與上百萬的流民南遷進入江南地區，帶動南方的經濟與文化發展，加速了商旅與各類人口的流動，故當時城市普遍都有發展擴張的現象，甚至連河道都被侵占。在此情況下，不僅居民所製造的廢棄物日益增加，也更不容易排除，於是垃圾、汙穢等公共衛生成為南宋城市發展的一大問題。(A)南宋定都臨安後，遠離金兵南侵威嚇。儘管南宋初期因為大量人口移入而造成公共衛生問題，但政府能有效提出對應措施，各類公共衛生與社會福利設施普遍設立成為南宋城市特色之一，故與選項敘述不符 (B)所謂的「瘴癘之氣」，是指溼熱天候蒸熏出來的有毒氣體，盛行於嶺南地區等開化較晚的蠻荒地帶，不符合題幹所指繁華城市的地點 (C)坊市制度於中唐之後逐漸被破壞，至北宋已不存在，但南宋時期已發展出「廂坊制」來管理城市，衛生問題的產生也與城郭街道的維修無關，主要是人口大量增加所致 ,"5. 在歷史課程中，某生找到一份有關南宋繁華城市的資料：城中的民家緊鄰壕溝， 甚至跨溝造屋而居，人們多將垃圾、穢物等丟棄溝中，不僅處處汙穢潮濕，偏街 窄巷的氣味更讓人掩鼻難耐。根據上述資料分析，下列哪個推論最合理？(A)政府忙於抗金，無力管理居民 (B)瘴癘盛行，導致城市惡臭潮濕, (C)坊市瓦解，無力維修城郭街道 (D)城市人口密集，公共衛生欠佳, "
113年學測-社會科第6題,D,解題關鍵： 本題測驗目標為學生是否可從越南人民的歷史發展思考美國在越戰中失利的原因，答題的關鍵是「這反映我們對當地歷史、文化、政治的無知」 解  析： 由題幹可知，越南人民不為美國所崇尚的自由、民主信念而戰，另從當地的歷史、文化、政治來看，越南於19世紀時被法國殖民，二次大戰時遭日本占領，人民渴望脫離帝國主義國家的掌控，而美國亦被部分越南人民視為帝國主義入侵者，成為美國最後在越戰中失利的關鍵因素，故選(D)。(A)題文並未提及美國的國家利益 (B)現代軍事科技在面對「北越陣營士氣高昂」時仍有力不從心之處，可見關鍵是美國忽略了越南人民的獨立意志 (C)在南方以游擊戰對抗美軍的「越南南方民族解放陣線」主張獨立、民主，亦受到部分越南人民的同情與支持，可見並非因信奉共產主義而全面地反民主 ,"6. 美國前國防部長檢討越戰失利，指出：「美國錯以為當地人會為自由民主而戰， 我們以為好的，對越南人而言，未必一定是好的，這反映我們對當地歷史、文化、 政治的無知。我們又不肯承認現代軍事科技在面對北越陣營士氣高昂時，仍有力 不從心之處。」他認為美國的錯誤最主要是：(A)美國出兵越南不符合國家利益 (B)美國軍事科技的能力有侷限性, (C)越南因信奉共產主義而反民主 (D)忽略越南人民的民族獨立意志"
113年學測-社會科第7題,A,解題關鍵： 本題測驗目標為學生是否理解明代一條鞭法施行的背景與內容，以及測驗學生是否能合理推論人口數據並無增加的現實原因 解  析： 明代初期實行「黃冊」制度，以掌握國家人口和財產狀況，做為徵收賦稅、徵發徭役的依據。然而明中期後，隨著土地兼併擴大、官員體系日益腐化，出現大量欺瞞丁戶、賦役不均的現象。為此，最早在浙江省餘姚、平湖二縣將徭役隨糧徵收；並於萬曆九年（1581年）下令施行一條鞭法，將各種徭役、田賦和雜費合併，改以白銀繳納；雖解決賦役問題，卻使得戶口調查的重要性降低，因而有如表1人口資料的虛應故事。(B)明代寧波地區並無因治安考量而強制遷移人口的事例 (C)明代為了防範東南海上方國珍、張士誠等人的殘餘勢力、以及倭寇對沿海的侵擾，多次實施海禁，禁止人民私自下海。部分人民為求謀生，冒險向海外發展，目標也應是南洋而非遼東。直至清中葉（乾隆嘉慶後）才有闖關東的移民潮出現 (D)嘉靖年間，因日本貢使引起的寧波事件（1523 年）與葡萄牙人東來在東南沿海地方騷擾，為避免沿海居民與倭寇相呼應，致使明廷決定嚴厲執行海禁。海禁政策除將沿海海盜橫行地區居民遷至內地，禁止國人私販貿易，也迫使無地可耕的人民離鄉背井謀生，並非選項所謂限制移民進入，導致人口並未增加 ,"7. 某生進行探究學習時，根據明代《寧波府志》的資料，整理出 1522 至 1542 年間 鄞縣等地的人口資料（表 1）。比對史書記載，發現此時期該地區並無大的天災 或戰亂，按理戶數和人口數應會增加，但實則不然。針對上述現象，以下哪個解 釋最合理？ 表1 嘉靖 1 年（1522） 嘉靖 11 年（1532） 嘉靖 21 年（1542） 縣 戶數 人口數 戶數 人口數 戶數 人口數 鄞縣 58,345 193,380 58,350 193,385 58,355 193,395 慈溪 21,000 37,525 19,300 32,501 18,732 27,455 定海 12,517 37,450 13,026 38,808 14,017 38,701 象山 3,802 17,812 3,802 17,812 3,802 17,812(A)明代簡化賦役為按土地人丁徵銀，官員不再精算戶、口數, (B)當地官員為維持轄下治安，強制將新增加的人口遷移他處, (C)當地鄰近海口，大量人民搭乘海船前往遼東地區開墾荒地, (D)明代實施海禁，當地由於海盜猖獗，政府乃限制移民進入"
113年學測-社會科第9題,B,解題關鍵： 本題測驗目標是學生能否透過圖表數據，理解日治前期隘防政策逐漸轉為官方主導的趨勢，答題的關鍵是官隘的隘勇人數漸增 解  析： 根據圖表，可理解從1895年至1903年間，官隘隘勇數量漸增，最後完全取代民隘。日本領臺後，為有效開發山區資源，官方於 1897 年開始招募隘勇，但許多地方仍有民隘的隘勇；1902 年，苗栗爆發「南庄事件」，該事件因有隘勇參與，官方決定將隘勇全數改為官派，以便統一調度，並全面架設隘勇線，故答案是(B)。(A)此圖表未能看出官方僱用平埔族人防禦山區  (C)此圖表未能看出官方的隘防政策是否採取安撫教化的態度  (D)此圖表未能看出山區居民被撤離的情形 ,"9. 為開發山林資源，日治前期延續清代臺灣山區的隘防政策，以防堵原住民。根據表 2 呈現的官隘與民隘人數變化，可說明日治前期隘防政策的哪種發展趨勢？ 表2 隘勇人數 時間 官隘 民隘 合計 1895 -- 568 568 1897 159 437 596 1903 3,054 0 3,054(A)官方僱用平埔族人防禦 (B)山區防禦漸由官方主導, (C)從武力鎮壓到安撫教化 (D)山區居民漸被官方撤離"
113年學測-社會科第10題,A,解題關鍵： 本題測驗目標為學生是否了解冷戰期間美國在亞洲與歐洲對共產主義的防堵，答題的關鍵為「1960年」 解  析： 1958 年 8 月中共對金門發動砲擊，即「八二三砲戰」，儘管《中美共同防禦條約》已言明中華民國領土範圍僅限臺、澎，美國仍派遣第七艦隊協助金門的戰備補給，並宣稱若協防金門對於保衛臺灣是必要的，美國將不會袖手旁觀。同年 11 月，蘇聯則要求英、美、法自西柏林撤軍，使西柏林成為自由市，西方盟國拒絕蘇聯要求，並宣稱若蘇聯再次封鎖柏林，將不惜動用武力，最後雙方協議召開會議討論，和緩柏林危機。可見在 1950～1960 年代，金門與柏林都位於美國防堵共產主義的前線。(B)1955 年大陳島軍民撤退來臺後，大陳島已非中華民國的領土 (C)1950～1960 年代，共軍發動攻擊的目標主要為金門與馬祖，而非澎湖 (D)華沙為波蘭的首都，冷戰期間波蘭是蘇聯的附庸國，屬於共產主義的勢力範圍 ,"10. 1960 年美國總統候選人尼克森表示：中國共產黨聲明，攻擊沿海小島只是拿下臺灣 的前奏。一旦中共發動對臺灣的攻擊，美國將站在盟友這邊，如同對歐洲某個城市 的支持一樣。他說的沿海小島和歐洲城市分別指：(A)金門、柏林 (B)大陳、倫敦, (C)澎湖、巴黎 (D)馬祖、華沙"
113年學測-社會科第11題,B,解題關鍵： 本題測驗目標為學生是否清楚國共兩黨在各時期的互動，以及東亞地區共產主義的分布，答題的關鍵為「三民主義將取代帝國主義和社會主義」 解  析： 由題幹可知，當時政府由國民黨領導，主張對抗帝國主義和社會主義。1921年，中國共產黨成立，以馬克思主義為指導思想；國共兩黨經過 1920 年代的幾次合作與對立，最終在 1930 年國民政府宣布剿共，形成三民主義與社會主義的意識形態對立。(A)1910 年代初中共尚未成立，且社會主義的新思潮在當時傳入中國後，一時間蔚為風潮，國民黨並未主張與其對抗 (C)1960 年代末國民黨政府已撤退至臺灣，南京屬中華人民共和國管轄，不會主張對抗社會主義 (D)1990 年代末香港的主權已移交中華人民共和國，不會主張對抗社會主義 ,"11. 某本歷史教科書在最後一節「未來的世界」中有如下結論：「國民黨領導的國民 革命是世界革命的準繩，三民主義將取代帝國主義和社會主義，成為領導人類建 立大同世界的普遍理念，中國對於這一目標的實現負有不可推卸的責任。」這最 可能是何時、何地的教科書？(A)1910年代初的北京 (B)1930年代初的上海, (C)1960年代末的南京 (D)1990年代末的香港"
